total_len,psh_rate,up_down_num_rate,up_time_min,down_time_min,up_len_sum,up_len_max,up_len_mean,down_len_max,down_len_mean,label
128,0,1,0.000174046,0.035092115,64,32,32,32,32,0
5672,0.35,0.818181818,0.000273943,9.54E-07,1140,397,126.6666667,1460,412,0
197,0.333333333,0.5,3.22E-05,0,40,20,20,66,39.25,0
60,0,2,0.000100851,0,40,20,20,20,20,0
60,0,2,0.000123978,0,40,20,20,20,20,0
930,0.333333333,1.25,0.00030899,0.039998055,592,296,118.4,266,84.5,0
6108,0.315789474,0.727272727,0.000249863,0,1071,349,133.875,1472,457.9090909,0
58993,0.147540984,0.355555556,0.000138044,0,1411,406,88.1875,1472,1279.6,0
183,0.333333333,0.5,0.000260115,0,40,20,20,59,35.75,0
95,0.5,0,0,0.0011549,0,0,0,63,47.5,0
5473,0.428571429,1,0.000353813,0,1167,495,166.7142857,1460,615.1428571,0
40,0,1,0,0,20,20,20,20,20,0
91,0.333333333,0.5,0,9.54E-07,20,20,20,51,35.5,0
7652,0.333333333,1,0.000504971,0,1122,627,124.6666667,1460,725.5555556,0
128,0,1,0.000294924,0.038103104,64,32,32,32,32,0
128,0,1,0.000304222,0.03878212,64,32,32,32,32,0
275,0.666666667,2,0.129482985,0,82,62,41,193,193,0
146,0.2,1.5,7.61E-05,0.0451262,60,20,20,66,43,0
7401,0.35,1,0.00018692,0,1473,599,147.3,1472,592.8,0
60,0,2,0.038906813,0,40,20,20,20,20,0
5939,0.421052632,1.111111111,0.000169992,0,1672,549,167.2,1450,474.1111111,0
6917,0.411764706,0.888888889,0.000339985,0.000303984,1262,549,157.75,1460,628.3333333,0
2206,0.153846154,1.166666667,0.000100851,9.54E-07,578,335,82.57142857,1460,271.3333333,0
7305,0.411764706,0.7,0.000149012,0,1172,549,167.4285714,1460,613.3,0
2174,0.166666667,1,0.000134945,3.81E-06,546,335,91,1460,271.3333333,0
6892,0.4,1,9.39E-05,0,1872,549,187.2,1450,502,0
688,0.2,1.5,0.000169039,0.002998114,552,329,92,40,34,0
687,0.2,1.5,0.000252008,0.001515865,551,328,91.83333333,40,34,0
688,0.2,1.5,0.000281096,0.00515604,552,329,92,40,34,0
655,0.222222222,2,0.000203133,2.002384186,551,328,91.83333333,40,34.66666667,0
688,0.2,1.5,0.000290871,9.54E-07,552,329,92,40,34,0
688,0.2,1.5,0.000353098,0,552,329,92,40,34,0
201,0.25,1,0.049540997,0.049715996,64,32,32,105,68.5,0
201,0.25,1,0.049184084,0.049726963,64,32,32,105,68.5,0
60,0,2,0.031817198,0,40,20,20,20,20,0
2705,0.428571429,1.1,0.000638962,0.006489038,1749,296,159,268,95.6,0
2295,0.133333333,2,0.000167847,0.000684977,699,348,69.9,1460,319.2,0
201,0.25,1,0.037972927,0.038116217,64,32,32,105,68.5,0
201,0.25,1,0.035107851,0.035364866,64,32,32,105,68.5,0
96,0,2,0.123544931,0,64,32,32,32,32,0
96,0,2,0.129319191,0,64,32,32,32,32,0
275,0.666666667,2,0.124207973,0,82,62,41,193,193,0
128,0,1,0.000547886,0.102909803,64,32,32,32,32,0
5975,0.421052632,0.9,0.000590801,1.19E-06,1121,549,124.5555556,1460,485.4,0
60,0,2,0.008950949,0,40,20,20,20,20,0
60,0,2,0.008822918,0,40,20,20,20,20,0
60,0,2,0.008316994,0,40,20,20,20,20,0
128,0,1,0.191807985,0.020476103,64,32,32,32,32,0
128,0,1,0.000155926,0.103538036,64,32,32,32,32,0
20272,0.15625,1,0,9.54E-07,15643,1480,977.6875,1472,289.3125,0
7269,0.25,0.5,0.000133038,9.54E-07,962,549,120.25,1460,394.1875,0
2670,0.25,1,0.000167131,0,337,257,84.25,1472,583.25,0
2719,0.25,1,0.000241995,0.000402927,357,277,89.25,1472,590.5,0
3160,0.214285714,1,0.000319004,0,504,269,72,1460,379.4285714,0
37771,0.327868852,0.742857143,0.000243902,9.54E-07,10811,1403,415.8076923,1460,770.2857143,0
6864,0.352941176,0.888888889,0.00026989,9.54E-07,1740,951,217.5,1460,569.3333333,0
5419,0.473684211,1.111111111,0.000432014,9.54E-07,3627,1341,362.7,524,199.1111111,0
525290,0.105442177,0.503836317,5.39E-05,0,13313,549,67.5786802,1460,1309.404092,0
5303,0.37037037,1.25,5.79E-05,0,1895,549,126.3333333,1460,284,0
138534,0.058064516,0.55,8.80E-05,0,2974,549,54.07272727,1460,1355.6,0
366,0.111111111,1.25,0.00012517,0,218,82,43.6,44,37,0
26275,0.317073171,0.576923077,0.000174046,0,1587,549,105.8,1472,949.5384615,0
2641,0.272727273,1.2,0.000156164,0.000261068,1528,871,254.6666667,977,222.6,0
20327,0.230769231,0.444444444,0.00016284,0,2034,1058,254.25,1460,1016.277778,0
23427,0.214285714,0.555555556,0.000767946,9.54E-07,4245,1421,424.5,1460,1065.666667,0
715259,0.076056338,0.357552581,3.29E-05,0,9580,277,51.22994652,1460,1349.290631,0
17570,0.594594595,0.681818182,0.000140905,0,1300,170,86.66666667,1460,739.5454545,0
16090,0.210526316,0.461538462,0.000108957,0,3910,1348,651.6666667,1460,936.9230769,0
4206,0.352941176,1.428571429,0.000237942,0.000195026,3688,1425,368.8,318,74,0
277,0.666666667,2,0.133775949,0,83,63,41.5,194,194,0
96,0,2,0.004913807,0,64,32,32,32,32,0
96,0,2,0.098404169,0,64,32,32,32,32,0
60,0,2,0.036297798,0,40,20,20,20,20,0
2705,0.428571429,1.1,0.000285149,0.00226903,1749,296,159,268,95.6,0
96,0,2,0.10248208,0,64,32,32,32,32,0
304350,0.361650485,0.387205387,0,0,24507,1460,213.1043478,1472,942.2323232,0
138646,0.296296296,0.361344538,4.41E-05,0,4001,537,93.04651163,1472,1131.470588,0
1407167,0.046102263,0.223589744,2.98E-05,0,9658,537,44.30275229,1472,1433.342564,0
1082,0.181818182,1.2,0.000247002,0.000205994,602,482,100.3333333,388,96,0
92,0,2,0.009242058,0,60,40,30,32,32,0
92166,0.13,0.428571429,7.10E-05,0,3356,912,111.8666667,1472,1268.714286,0
1012886,0.04737516,0.110953058,9.89E-05,0,4558,537,58.43589744,1472,1434.321479,0
374968,0.221052632,0.214057508,8.20E-05,0,6244,636,93.19402985,1472,1178.031949,0
4948,0.272727273,0.571428571,0.000403166,0,617,537,154.25,1472,618.7142857,0
4801,0.307692308,0.857142857,0.000362873,0,750,537,125,1472,578.7142857,0
4988,0.230769231,0.625,0.000279903,0,637,537,127.4,1472,543.875,0
5484,0.375,0.777777778,0.000695944,0,770,537,110,1472,523.7777778,0
1505261,0.18228032,0.201570681,4.01E-05,0,13347,537,57.77922078,1472,1301.844677,0
5484,0.375,0.777777778,0.000797033,0,770,537,110,1472,523.7777778,0
1067564,0.110869565,0.181001284,6.29E-05,0,7557,537,53.59574468,1472,1360.727856,0
164553,0.201183432,0.224637681,3.72E-05,0,2411,537,77.77419355,1472,1174.942029,0
614358,0.091247672,0.18021978,0.000123978,0,3969,537,48.40243902,1472,1341.514286,0
4928,0.3,0.666666667,0.001210213,0,617,537,154.25,1472,718.5,0
61600,0.748062016,1.303571429,0,0,45763,1472,313.4452055,1472,141.4017857,0
4527,0.307692308,0.857142857,0.000324011,0,750,537,125,1472,539.5714286,0
4527,0.307692308,0.857142857,0.000277042,9.54E-07,750,537,125,1472,539.5714286,0
4527,0.307692308,0.857142857,0.000215054,0,750,537,125,1472,539.5714286,0
5427,0.605263158,0.9,0.000152111,0,2597,629,144.2777778,612,141.5,0
19941,0.375,0.684210526,0.000134945,0,1572,537,120.9230769,1472,966.7894737,0
2455,0.470588235,0.888888889,0.000227928,9.54E-07,1352,631,169,606,122.5555556,0
11350,0.463414634,0.708333333,0.00030899,0,4053,922,238.4117647,1472,304.0416667,0
2959,0.444444444,1,0.000176907,0,2328,860,258.6666667,165,70.11111111,0
50723,0.333333333,0.785714286,0,0,18958,1472,574.4848485,1472,756.3095238,0
35207,0.270833333,0.5,0.000172853,0,2912,1071,182,1472,1009.21875,0
16868,0.405405405,1.176470588,0,0,10660,1472,533,1472,365.1764706,0
27659,0.354166667,1,9.54E-07,0,12842,1472,535.0833333,1472,617.375,0
14717,0.40625,1.133333333,0,0,8839,1472,519.9411765,1472,391.8666667,0
18897,0.425,1.105263158,9.54E-07,0,12359,1472,588.5238095,1472,344.1052632,0
16383,0.416666667,1.117647059,9.54E-07,0,10175,1472,535.5263158,1472,365.1764706,0
16267,0.540540541,1.3125,0.000262022,1.91E-06,6331,970,301.4761905,1472,621,0
7616,0.444444444,1,0.000141144,0,2550,1165,283.3333333,1472,562.8888889,0
7616,0.444444444,1,6.70E-05,0,2550,1165,283.3333333,1472,562.8888889,0
12801704,0.120269134,0.118298673,3.72E-05,0,32964,788,29.12014134,1472,1334.386038,0
18223,0.479166667,1.181818182,0,0,13077,1472,502.9615385,1472,233.9090909,0
9702,0.428571429,0.909090909,9.54E-07,0,3295,1372,329.5,1380,582.4545455,0
6975,0.4375,0.777777778,0.000351191,0,1968,1247,281.1428571,1472,556.3333333,0
6832,0.454545455,1.2,0.00027895,0,2192,663,182.6666667,1472,464,0
4668,0.4,1.5,9.11E-05,1.19E-06,2104,1331,233.7777778,1472,427.3333333,0
22227,0.315789474,0.52,0.000243902,0,2778,1248,213.6923077,1472,777.96,0
9977,0.391304348,1.090909091,0,0,4005,1472,333.75,1472,542.9090909,0
3744,0.555555556,1.25,0.000272989,0,2025,863,202.5,648,214.875,0
7042,0.466666667,0.875,0.001314163,9.54E-07,2081,1360,297.2857143,1380,620.125,0
6517,0.411764706,0.888888889,0.000764847,9.54E-07,1984,1109,248,1472,503.6666667,0
10692,0.4,1.5,0,9.54E-07,5664,1472,377.6,1472,502.8,0
167166,0.182389937,0.204545455,0.000125885,0,2460,537,91.11111111,1472,1247.772727,0
5021,0.411764706,1.125,0.000258923,0,1622,715,180.2222222,1472,424.875,0
7545,0.388888889,1,2.15E-06,0,2475,1472,275,1472,563.3333333,0
9620,0.391304348,1.090909091,9.54E-07,0,4126,1372,343.8333333,1380,499.4545455,0
2948,0.461538462,1.6,0.000309944,0,1498,757,187.25,784,290,0
7349,0.47826087,1.090909091,9.54E-07,9.54E-07,4607,1460,383.9166667,1460,249.2727273,0
7341,0.388888889,1,0,9.54E-07,2422,1472,269.1111111,1472,546.5555556,0
7330,0.411764706,0.888888889,1.19E-06,0,2412,1472,301.5,1472,546.4444444,0
6859,0.375,1.285714286,0,0,2313,1472,257,1472,649.4285714,0
7602,0.388888889,1,9.54E-07,0,2403,1472,267,1472,577.6666667,0
47353,0.578947368,0.705128205,9.54E-07,0,18456,1460,167.7818182,1472,185.2371795,0
1648129,0.135245902,0.165605096,6.29E-05,0,5639,233,27.11057692,1472,1307.714968,0
2632,0.4,1.5,9.54E-07,0.125699043,2325,1472,775,287,153.5,0
5178,0.727272727,1.444444444,0.000159979,0,4162,832,320.1538462,289,112.8888889,0
6014,0.5,1,0.000179052,0,1623,549,162.3,1472,439.1,0
11149,0.542857143,1.1875,0.000112057,9.54E-07,2785,584,146.5789474,1472,522.75,0
4011,0.444444444,1.25,0,0.001046896,3034,1472,606.8,475,244.25,0
6165,0.428571429,1,0.000302076,0,1488,705,212.5714286,1472,668.1428571,0
5906,0.4,0.875,0.000188112,0,1787,1004,255.2857143,1460,514.875,0
59869,0.227272727,0.32,0.000113964,0,705,135,44.0625,1472,1183.28,0
78281,0.173333333,0.19047619,0.000101089,0,516,135,43,1472,1234.365079,0
2844,0.4,1.142857143,0.000473976,0,1666,718,208.25,698,168.2857143,0
256283,0.439759036,0.482142857,9.54E-07,0,23824,1460,147.0617284,1472,691.8422619,0
277,0.666666667,2,0.124145985,0,83,63,41.5,194,194,0
2644,0.4,1.5,0,0.000231981,2337,1472,779,287,153.5,0
5288,0.826086957,1.555555556,0.000118971,0,4495,494,321.0714286,101,88.11111111,0
1472,0.6,1.5,0.001715899,0.028628111,278,214,92.66666667,718,597,0
2941,0.384615385,1.166666667,0.000165224,0.000190973,1859,1091,265.5714286,883,180.3333333,0
5491,0.428571429,1,0.000370026,5.96E-06,1529,779,218.4285714,1452,566,0
2079,0.333333333,2,9.54E-07,0.000972033,1565,1472,391.25,494,257,0
286042,0.117647059,0.197183099,0.000144005,0,1053,233,25.07142857,1472,1337.976526,0
86856,0.159090909,0.257142857,0.000102043,0,684,136,38,1472,1231.028571,0
2914,0.4,1.142857143,0.000191927,0,1666,718,208.25,768,178.2857143,0
1136803,0.029535865,0.213828425,9.30E-05,0,7957,631,47.64670659,1472,1445.385403,0
60562,0.155172414,0.260869565,0.000316143,0,471,136,39.25,1472,1306.326087,0
72,0,0.5,0,14.98243999,20,20,20,32,26,0
19243,0.340909091,0.76,0,0,9067,1460,477.2105263,1472,407.04,0
2757,0.636363636,1.2,0.00010705,0.004369974,1546,670,257.6666667,655,242.2,0
2477,0.470588235,1.833333333,8.89E-05,9.54E-07,2049,869,186.2727273,260,71.33333333,0
31554,0.272727273,0.62962963,0,0,4659,1472,274.0588235,1472,996.1111111,0
4527,0.333333333,1,0.001058817,1.19E-06,783,537,130.5,1472,624,0
829,0.375,1.666666667,0.00058198,0.028192997,688,537,137.6,89,47,0
829,0.375,1.666666667,0.000277996,0.025058031,688,537,137.6,89,47,0
5419,0.4,0.666666667,0.000241041,0,742,537,123.6666667,1432,519.6666667,0
38149,0.409638554,0.62745098,9.54E-07,0,7560,1480,236.25,1472,599.7843137,0
6399,0.388888889,0.8,0.000936031,0,2263,1460,282.875,1472,413.6,0
57542,0.152542373,0.311111111,0.000134945,0,1492,537,106.5714286,1472,1245.555556,0
6735,0.45,1,0.000172138,0,1433,537,143.3,1472,530.2,0
9457,0.484848485,0.941176471,0.000700951,0,6895,1249,430.9375,441,150.7058824,0
15244,0.470588235,1.266666667,0,0,8518,1472,448.3157895,1472,448.4,0
5596,0.473684211,0.9,0.000184774,0,1376,537,152.8888889,1472,422,0
7348,0.409090909,1,9.54E-07,0,2665,1472,242.2727273,1472,425.7272727,0
9577,0.391304348,0.916666667,0.000132084,0,1430,537,130,1472,678.9166667,0
7236,0.458333333,1,0,0,2676,1472,223,1472,380,0
1027,0.5,1,0.160032988,0.079416037,842,822,421,165,92.5,0
2614,0.5625,1.285714286,9.39E-05,0,1573,621,174.7777778,562,148.7142857,0
34314,0.306122449,0.484848485,0.000185966,0,2641,1011,165.0625,1472,959.7878788,0
2844,0.411764706,0.888888889,0.000172138,0,2039,1311,254.875,453,89.44444444,0
3839,0.541666667,0.846153846,8.20E-05,9.54E-07,1762,626,160.1818182,612,159.7692308,0
1783,0.4,1,0.000283957,0.027124882,823,623,164.6,612,192,0
6721,0.5,1.4,0.000178099,9.54E-07,2057,621,146.9285714,1460,466.4,0
5659,0.476190476,0.909090909,0.000108957,0,1403,537,140.3,1472,386.9090909,0
8379,0.315789474,0.461538462,0.000133038,0,813,549,135.5,1460,582,0
7002,0.5,1,0.000152111,0,1770,664,160.9090909,1460,475.6363636,0
3279,0.5,1.571428571,0.000149012,0,1898,781,172.5454545,643,197.2857143,0
8947,0.56,0.666666667,0.000225067,0,2854,598,142.7,1472,203.1,0
5231,0.3,1.222222222,0,0,3507,1460,318.8181818,1460,191.5555556,0
6149,0.4375,1,0.000201941,9.54E-07,2155,1044,269.375,1460,499.25,0
5633,0.388888889,0.8,0.000535965,1.19E-06,1458,655,182.25,1472,417.5,0
8981,0.333333333,1,9.54E-07,9.54E-07,4874,1464,406.1666667,1472,342.25,0
2777,0.272727273,1.2,0.000121832,9.54E-07,1671,999,278.5,970,221.2,0
7293,0.380952381,0.909090909,0,0,3206,1464,320.6,1472,371.5454545,0
2752,0.272727273,1.2,0.000252008,9.54E-07,1623,935,270.5,993,225.8,0
21197,0.290322581,0.55,6.60E-05,0,929,347,84.45454545,1472,1013.4,0
99967,0.063291139,0.112676056,0.000137091,0,351,191,43.875,1472,1403.042254,0
9787,0.352941176,0.545454545,7.92E-05,0,478,189,79.66666667,1472,846.2727273,0
7414,0.266666667,0.666666667,8.99E-05,0,1737,1063,289.5,1472,630.7777778,0
3813,0.25,1,0.000151157,0,1626,967,271,1472,364.5,0
7365857,0.015067265,0.11077904,7.51E-05,0,11509,389,20.69964029,1472,1465.301454,0
10810,0.3,0.666666667,0.000138998,0,518,189,64.75,1472,857.6666667,0
15299,0.4,0.666666667,0.000195026,0,936,189,78,1472,797.9444444,0
6046,0.384615385,0.625,0.005388975,9.54E-07,458,189,91.6,1472,698.5,0
12517,0.291666667,0.714285714,7.39E-05,0,727,189,72.7,1472,842.1428571,0
2643,0.375,1,0.000316143,9.54E-07,269,189,67.25,1225,593.5,0
12965,0.25,0.666666667,0.000138998,0,518,189,64.75,1472,1037.25,0
10249,0.153846154,0.444444444,0.000218868,9.54E-07,268,188,67,1472,1109,0
3290,0.315789474,1.375,6.89E-05,0,1598,549,145.2727273,1460,211.5,0
2620,0.375,1,0.003203154,9.54E-07,269,189,67.25,1205,587.75,0
2656,0.4,1.5,0,1.19E-06,2349,1472,783,287,153.5,0
3140,0.75,1,0.001843929,0,2396,494,299.5,118,93,0
3021,0.384615385,1.166666667,0.000250101,9.54E-07,1931,1163,275.8571429,891,181.6666667,0
24387,0.549295775,0.543478261,0.000124931,0,4150,627,166,1472,439.9347826,0
7393,0.575757576,0.941176471,0,0,5970,1460,373.125,276,83.70588235,0
8621,0.333333333,0.8,0,0,3393,1480,424.125,1472,522.8,0
4152,0.461538462,0.857142857,0,0,2869,1460,478.1666667,714,183.2857143,0
8167,0.333333333,0.333333333,9.51E-05,0,198,112,66,1472,885.4444444,0
9418,0.380952381,0.909090909,0.000299931,0,1921,1028,192.1,1472,681.5454545,0
3357723,0.137819359,0.092803775,4.70E-05,0,5863,503,24.84322034,1472,1318.073142,0
25351,0.568627451,0.854545455,0.000264883,0,10711,1473,227.893617,1472,266.1818182,0
14573,0.586206897,1.071428571,0.000257969,9.54E-07,6722,1192,448.1333333,1472,560.7857143,0
5267,0.384615385,0.857142857,0.000837088,2.15E-06,721,537,120.1666667,1472,649.4285714,0
2346,0.428571429,1,0.000390053,0,1606,898,229.4285714,459,105.7142857,0
6815,0.4375,1,0.000346184,5.96E-06,1714,973,214.25,1472,637.625,0
5653,0.368421053,0.727272727,0.000283003,0,1458,655,182.25,1472,381.3636364,0
9467,0.347826087,0.916666667,9.54E-07,0,5360,1464,487.2727273,1472,342.25,0
949,0.4,1,0.000451803,0,688,537,137.6,116,52.2,0
64650,0.166666667,0.08,0.009660006,0,312,136,78,1472,1286.76,0
4036,0.52173913,1.090909091,2.15E-06,1.19E-06,3234,1460,269.5,162,72.90909091,0
40,0,1,0,0,20,20,20,20,20,0
139,0.2,0.666666667,0.000230074,1.19E-06,40,20,20,59,33,0
10176,0.428571429,0.866666667,0.000900984,0,4231,881,325.4615385,1472,396.3333333,0
85191,0.472361809,0.842592593,5.10E-05,0,7697,783,84.58241758,1472,717.537037,0
8979,0.526315789,1.111111111,0.000255108,1.91E-06,3544,925,354.4,1472,603.8888889,0
6656,0.580645161,0.823529412,6.51E-05,0,1580,537,112.8571429,1472,298.5882353,0
5347,0.5,1,0.000180006,9.54E-07,1511,584,167.8888889,1472,426.2222222,0
5048,0.473684211,1.111111111,9.61E-05,1.19E-06,1297,537,129.7,1472,416.7777778,0
6394,0.375,0.777777778,0.000288963,0,1563,813,223.2857143,1472,536.7777778,0
5155,0.333333333,1,0.000248909,1.91E-06,764,539,127.3333333,1472,731.8333333,0
6378,0.375,0.777777778,0.000303984,0,1574,824,224.8571429,1472,533.7777778,0
9794,0.315789474,0.727272727,0.000164032,0,1557,775,194.625,1472,748.8181818,0
6398,0.375,0.777777778,0.000637054,0,1567,817,223.8571429,1472,536.7777778,0
3734,0.52,0.785714286,0.000154018,0,1940,796,176.3636364,612,128.1428571,0
5227,0.473684211,1.111111111,0.00020504,0.000323057,1499,552,149.9,1472,414.2222222,0
40484,0.397058824,0.47826087,0.000102043,0,3455,920,157.0454545,1472,804.9782609,0
409,0.428571429,1.333333333,0.000144958,1.19E-06,313,139,78.25,32,32,0
9279,0.428571429,0.647058824,0.000150919,0,1601,549,145.5454545,1472,451.6470588,0
3111,0.615384615,0.857142857,0.000221968,0,1546,670,257.6666667,579,223.5714286,0
5156,0.333333333,1,0.000286818,0,765,540,127.5,1472,731.8333333,0
702,0.555555556,0.8,8.80E-05,0,314,140,78.5,209,77.6,0
3304,0.52,0.785714286,2.22E-05,0,1639,623,149,612,118.9285714,0
5075,0.428571429,2.5,1.91E-06,0,4768,1472,953.6,287,153.5,0
7125,0.814814815,2.375,9.61E-05,0,6381,494,335.8421053,118,93,0
3617,0.428571429,2.5,0,0.00180006,3106,1472,621.2,491,255.5,0
3311,0.733333333,2,5.70E-05,0,1163,205,116.3,854,429.6,0
18879,0.24,0.388888889,6.01E-05,0,282,116,40.28571429,1472,1033.166667,0
6767,0.428571429,1,0.000590086,3.10E-06,1706,863,243.7142857,1472,723,0
5834,0.375,1,0.000570059,1.19E-06,1502,699,187.75,1472,541.5,0
1369,0.5,1,0.08554697,0.004992008,1024,1004,512,325,172.5,0
4996,0.411764706,1.125,0.000420094,1.19E-06,1597,690,177.4444444,1472,424.875,0
128,0,1,0.00029397,0.108247042,64,32,32,32,32,0
5973,0.421052632,0.9,0.000190973,9.54E-07,1121,549,124.5555556,1460,485.2,0
91,0.333333333,0.5,0,0,20,20,20,51,35.5,0
12026,0.527272727,0.964285714,0.003432035,0.002744913,8977,616,332.4814815,1085,108.8928571,0
3044,0.545454545,0.833333333,0.000113964,0,1656,1367,331.2,743,231.3333333,0
104,0.25,1,8.122595072,2.86E-06,40,20,20,44,32,0
104,0.25,1,8.117366076,9.54E-07,40,20,20,44,32,0
124,0.2,0.666666667,7.522094965,9.54E-07,40,20,20,44,28,0
124,0.2,0.666666667,6.757236958,0.000249863,40,20,20,44,28,0
1752,0.588235294,0.7,0.000181198,9.54E-07,1006,385,143.7142857,136,74.6,0
80,0,1,0.003871918,0.006983995,40,20,20,20,20,0
80,0,1,0.00138402,0.005877972,40,20,20,20,20,0
124,0.2,0.666666667,4.734142065,9.54E-07,40,20,20,44,28,0
124,0.2,0.666666667,4.564099073,1.19E-06,40,20,20,44,28,0
129642,0.494845361,0.54787234,9.54E-07,0,18318,1460,177.8446602,1472,592.1489362,0
277,0.666666667,2,0.119747877,0,83,63,41.5,194,194,0
8111,0.380952381,0.909090909,0.000304937,9.54E-07,1280,671,128,1472,621,0
80,0,1,3.744102001,3.74749279,40,20,20,20,20,0
60,0,2,3.368253946,0,40,20,20,20,20,0
124,0.2,0.666666667,3.185868025,9.54E-07,40,20,20,44,28,0
124,0.2,0.666666667,3.02857399,9.54E-07,40,20,20,44,28,0
507,0.285714286,1.333333333,0.00138402,0.000849962,403,239,100.75,40,34.66666667,0
111,0.25,1,2.631264925,0.000209093,40,20,20,51,35.5,0
124,0.2,0.666666667,2.302861929,0,40,20,20,44,28,0
124,0.2,0.666666667,2.291517019,0.000241041,40,20,20,44,28,0
60,0,2,0.013195992,0,40,20,20,20,20,0
60,0,2,0.009572029,0,40,20,20,20,20,0
60,0,2,0.009152889,0,40,20,20,20,20,0
60,0,2,0.00859499,0,40,20,20,20,20,0
60,0,2,0.008641005,0,40,20,20,20,20,0
60,0,2,0.009073019,0,40,20,20,20,20,0
60,0,2,0.00873208,0,40,20,20,20,20,0
60,0,2,0.005192995,0,40,20,20,20,20,0
60,0,2,0.005814075,0,40,20,20,20,20,0
60,0,2,0.010231972,0,40,20,20,20,20,0
60,0,2,0.009803057,0,40,20,20,20,20,0
64,0,1,0,0,32,32,32,32,32,0
64,0,1,0,0,32,32,32,32,32,0
64,0,1,0,0,32,32,32,32,32,0
124,0.2,0.666666667,1.642278194,9.54E-07,40,20,20,44,28,0
124,0.2,0.666666667,1.623758078,9.54E-07,40,20,20,44,28,0
124,0.2,0.666666667,1.584422827,0,40,20,20,44,28,0
124,0.2,0.666666667,1.574007988,0.000207186,40,20,20,44,28,0
124,0.2,0.666666667,1.568612099,1.91E-06,40,20,20,44,28,0
128,0,1,0.000231981,0.126135111,64,32,32,32,32,0
124,0.2,0.666666667,1.514190912,9.54E-07,40,20,20,44,28,0
124,0.2,0.666666667,1.195400953,0.000365019,40,20,20,44,28,0
124,0.2,0.666666667,1.018326998,0.000236034,40,20,20,44,28,0
269,0.333333333,0.5,0.000370026,9.54E-07,64,32,32,78,51.25,0
124,0.2,0.666666667,0.14299202,3.10E-06,40,20,20,44,28,0
327,0.333333333,0.5,0,0.000683069,20,20,20,287,153.5,0
6219,0.411764706,0.888888889,0.000407934,1.19E-06,1980,1105,247.5,1472,471,0
6076,0.411764706,0.888888889,0.000319004,9.54E-07,1876,1001,234.5,1472,466.6666667,0
2986,0.384615385,1.166666667,0.000396013,6.91E-06,1888,1120,269.7142857,899,183,0
2237,0.65,0.818181818,0.001629829,9.54E-07,1242,428,138,101,90.45454545,0
20481,0.24,0.388888889,6.01E-05,9.54E-07,282,116,40.28571429,1472,1122.166667,0
2923,0.666666667,0.8,0.000164032,9.54E-07,475,206,118.75,756,489.6,0
540,0.333333333,0.5,0,0.005558968,20,20,20,500,260,0
15299,0.37037037,0.6875,0.000144005,0,1450,537,131.8181818,1300,865.5625,0
91,0.333333333,0.5,0,9.06E-06,20,20,20,51,35.5,0
128,0,1,0.000195026,0.109222889,64,32,32,32,32,0
131,0.2,0.666666667,10.61930108,0,40,20,20,51,30.33333333,0
10743,0.509803922,1.04,0.00299716,0,8809,616,338.8076923,1085,77.36,0
4389,0.529411765,0.888888889,1.91E-06,0,2789,1460,348.625,779,177.7777778,0
2641,0.272727273,1.2,0.000183105,0,1528,871,254.6666667,977,222.6,0
122695,0.429864253,0.51369863,0,0,24370,1460,324.9333333,1472,673.4589041,0
5112,0.428571429,2.5,9.54E-07,0.000597954,4805,1472,961,287,153.5,0
5292,0.76,1.272727273,7.82E-05,0,4459,489,318.5,101,75.72727273,0
3699,0.428571429,2.5,9.54E-07,1.19E-06,3154,1472,630.8,525,272.5,0
6091,0.428571429,1,0.000197887,9.54E-07,1564,721,223.4285714,1472,646.7142857,0
128,0,1,0.000627041,0.116535902,64,32,32,32,32,0
128,0,1,0.000557899,0.142282009,64,32,32,32,32,0
14451,0.53030303,0.885714286,0.000645876,0,8038,616,259.2903226,1472,183.2285714,0
128,0,1,0.000746965,0.128670931,64,32,32,32,32,0
3596,0.5,1,0,1.00E-05,2419,1460,483.8,1010,235.4,0
118,0.25,1,5.45016098,0.000286102,40,20,20,58,39,0
131,0.2,0.666666667,5.404497862,0,40,20,20,51,30.33333333,0
15298,0.176470588,0.307692308,0.000841856,9.54E-07,372,292,93,1472,1148.153846,0
15301,0.176470588,0.307692308,0.000268936,0,372,292,93,1472,1148.384615,0
15301,0.176470588,0.307692308,0.000123978,0,372,292,93,1472,1148.384615,0
15341,0.105263158,0.461538462,0.00039506,9.54E-07,412,292,68.66666667,1472,1148.384615,0
15342,0.157894737,0.357142857,0.000214815,0,392,292,78.4,1472,1067.857143,0
15342,0.157894737,0.461538462,0.000314951,9.54E-07,412,292,68.66666667,1472,1148.461538,0
15362,0.15,0.538461538,0.000309944,9.54E-07,432,292,61.71428571,1472,1148.461538,0
15322,0.166666667,0.384615385,0.000154018,0,392,292,78.4,1472,1148.461538,0
131,0.2,0.666666667,0.699136972,9.54E-07,40,20,20,51,30.33333333,0
60,0,2,0.022450924,0,40,20,20,20,20,0
60,0,2,0.027712107,0,40,20,20,20,20,0
96,0,2,0.046433926,0,64,32,32,32,32,0
5361,0.384615385,0.857142857,0.000188828,0,803,619,133.8333333,1472,651.1428571,0
3011,0.428571429,0.75,9.54E-07,0.000498056,2397,1472,799,287,153.5,0
1356,0.5,1,0.095816851,0.00528121,883,851,441.5,441,236.5,0
