total_len,psh_rate,up_down_num_rate,up_time_min,down_time_min,up_len_sum,up_len_max,up_len_mean,down_len_max,down_len_mean,label
235,0.5,1,0.168869019,0.168555021,123,103,61.5,92,56,1
416,0.5,1,0,0,20,20,20,396,396,1
255,0.4,1.5,0.089803934,0.089341879,143,103,47.66666667,92,56,1
235,0.5,1,0.098616838,0.098232031,123,103,61.5,92,56,1
416,0.5,1,0,0,20,20,20,396,396,1
255,0.4,1.5,0.097135067,0.096731901,143,103,47.66666667,92,56,1
235,0.5,1,0.091593027,0.091241121,123,103,61.5,92,56,1
255,0.4,1.5,0.089718819,0.089262009,143,103,47.66666667,92,56,1
235,0.5,1,0.14022398,0.139851093,123,103,61.5,92,56,1
255,0.4,1.5,0.094291925,0.093895197,143,103,47.66666667,92,56,1
235,0.5,1,0.098067999,0.097728968,123,103,61.5,92,56,1
255,0.4,1.5,0.090157986,0.089851856,143,103,47.66666667,92,56,1
235,0.5,1,0.109942198,0.109533072,123,103,61.5,92,56,1
653,0.5,1,0.092582941,0.092145205,143,103,47.66666667,398,170,1
255,0.4,1.5,0.138312101,0.137928963,143,103,47.66666667,92,56,1
416,0.5,1,0,0,20,20,20,396,396,1
255,0.4,1.5,0.209971905,0.209648848,143,103,47.66666667,92,56,1
416,0.5,1,0,0,20,20,20,396,396,1
255,0.4,1.5,0.072151899,0.12688899,143,103,47.66666667,92,56,1
372,0.5,1,0.224143982,0.223824978,268,248,134,84,52,1
255,0.4,1.5,0.102735043,0.102324009,143,103,47.66666667,92,56,1
235,0.5,1,0.09244895,0.092100143,123,103,61.5,92,56,1
416,0.5,1,0,0,20,20,20,396,396,1
255,0.4,1.5,0.101128817,0.100833893,143,103,47.66666667,92,56,1
235,0.5,1,0.103900909,0.103533983,123,103,61.5,92,56,1
255,0.4,1.5,0.05845499,0.103771925,143,103,47.66666667,92,56,1
235,0.5,1,0.101403952,0.100964069,123,103,61.5,92,56,1
255,0.4,1.5,0.124397993,0.124125004,143,103,47.66666667,92,56,1
235,0.5,1,0.090435982,0.090125084,123,103,61.5,92,56,1
788,0.5,1,0.207870007,0.207549095,288,248,96,396,166.6666667,1
372,0.5,1,0.231525898,0.231168032,268,248,134,84,52,1
832,0.5,1,12.15527105,12.15527606,40,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
255,0.4,1.5,0.103190899,0.102864027,143,103,47.66666667,92,56,1
235,0.5,1,0.089970827,0.089663029,123,103,61.5,92,56,1
255,0.4,1.5,0.109513044,0.109187126,143,103,47.66666667,92,56,1
235,0.5,1,0.093739033,0.093423843,123,103,61.5,92,56,1
255,0.4,1.5,0.235532999,0.235165119,143,103,47.66666667,92,56,1
235,0.5,1,0.126156092,0.125823021,123,103,61.5,92,56,1
255,0.4,1.5,0.103713036,0.103393793,143,103,47.66666667,92,56,1
235,0.5,1,0.13970089,0.139365911,123,103,61.5,92,56,1
255,0.4,1.5,0.134344101,0.134040117,143,103,47.66666667,92,56,1
372,0.5,1,0.168286085,0.167921782,268,248,134,84,52,1
255,0.4,1.5,0.089818001,0.089380026,143,103,47.66666667,92,56,1
418,0.5,1,0,0,20,20,20,398,398,1
255,0.4,1.5,0.091542959,0.091249943,143,103,47.66666667,92,56,1
416,0.5,1,0,0,20,20,20,396,396,1
235,0.5,1,0.108053923,0.107751846,123,103,61.5,92,56,1
255,0.4,1.5,0.086037874,0.146831989,143,103,47.66666667,92,56,1
235,0.5,1,0.130120993,0.129570007,123,103,61.5,92,56,1
255,0.4,1.5,0.031242847,0.095771074,143,103,47.66666667,92,56,1
651,0.5,1,0.103814125,0.10350585,143,103,47.66666667,396,169.3333333,1
237,0.5,1,0.100439787,0.100116014,124,104,62,93,56.5,1
257,0.4,1.5,0.099956036,0.099596977,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
832,0.5,1,14.12576795,14.12577009,40,20,20,396,396,1
257,0.4,1.5,0.103616953,0.103292942,144,104,48,93,56.5,1
237,0.5,1,0.127594948,0.127312899,124,104,62,93,56.5,1
257,0.4,1.5,0.109571934,0.10918808,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.118726015,0.118422031,144,104,48,93,56.5,1
237,0.5,1,0.104078054,0.103757858,124,104,62,93,56.5,1
257,0.4,1.5,0.10384202,0.103483915,144,104,48,93,56.5,1
237,0.5,1,0.113058805,0.112735987,124,104,62,93,56.5,1
257,0.4,1.5,0.11678195,0.116470098,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.103997231,0.103673935,144,104,48,93,56.5,1
653,0.5,1,0.089679956,0.089365005,144,104,48,396,169.6666667,1
257,0.4,1.5,0.152107954,0.151832104,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
673,0.428571429,1.333333333,0.092149973,0.091723919,164,104,41,396,169.6666667,1
237,0.5,1,0.113072872,0.112820864,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
832,0.5,1,4.967047215,4.967046022,40,20,20,396,396,1
257,0.4,1.5,0.01839304,0.471756935,144,104,48,93,56.5,1
237,0.5,1,0.104762077,0.104351044,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.08973217,0.08930707,144,104,48,93,56.5,1
237,0.5,1,0.104090929,0.103784084,124,104,62,93,56.5,1
257,0.4,1.5,0.111685038,0.111387014,144,104,48,93,56.5,1
237,0.5,1,0.089728117,0.089396954,124,104,62,93,56.5,1
257,0.4,1.5,0.081378937,0.10372591,144,104,48,93,56.5,1
653,0.5,1,0.127279997,0.126857996,144,104,48,396,169.6666667,1
673,0.428571429,1.333333333,0.114070177,0.11374402,164,104,41,396,169.6666667,1
237,0.5,1,0.09634304,0.096056938,124,104,62,93,56.5,1
257,0.4,1.5,0.089946032,0.089543104,144,104,48,93,56.5,1
237,0.5,1,0.102824926,0.102323055,124,104,62,93,56.5,1
1047,0.454545455,1.2,0.140569925,0.140171051,433,249,72.16666667,396,122.8,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.089758873,0.11015296,144,104,48,93,56.5,1
237,0.5,1,0.133661032,0.133332968,124,104,62,93,56.5,1
257,0.4,1.5,0.121670008,0.120822191,144,104,48,93,56.5,1
237,0.5,1,0.138138771,0.137836933,124,104,62,93,56.5,1
237,0.5,1,0.103868961,0.103378057,124,104,62,93,56.5,1
673,0.428571429,1.333333333,0.103801966,0.103354931,164,104,41,396,169.6666667,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.09073019,0.090410948,144,104,48,93,56.5,1
237,0.5,1,0.0933671,0.093061924,124,104,62,93,56.5,1
257,0.4,1.5,0.133342028,0.133038998,144,104,48,93,56.5,1
237,0.5,1,0.114500999,0.11386013,124,104,62,93,56.5,1
257,0.4,1.5,0.098288059,0.09799099,144,104,48,93,56.5,1
237,0.5,1,0.089846849,0.089456081,124,104,62,93,56.5,1
257,0.4,1.5,0.118545055,0.118276119,144,104,48,93,56.5,1
237,0.5,1,0.103760958,0.103433847,124,104,62,93,56.5,1
257,0.4,1.5,0.029472113,0.112123013,144,104,48,93,56.5,1
374,0.5,1,0.203268051,0.202955961,269,249,134.5,85,52.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
374,0.5,1,0.22536087,0.225026131,269,249,134.5,85,52.5,1
257,0.4,1.5,0.093325138,0.093023777,144,104,48,93,56.5,1
237,0.5,1,0.089863062,0.089465141,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.101120949,0.100666046,144,104,48,93,56.5,1
237,0.5,1,0.089818001,0.089555979,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.104094982,0.103795052,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
673,0.428571429,1.333333333,0.090001822,0.089585066,164,104,41,396,169.6666667,1
237,0.5,1,0.100055933,0.099740028,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.107745171,0.107426882,144,104,48,93,56.5,1
237,0.5,1,0.093860865,0.093407154,124,104,62,93,56.5,1
257,0.4,1.5,0.119572163,0.119233847,144,104,48,93,56.5,1
237,0.5,1,0.139655113,0.139173985,124,104,62,93,56.5,1
257,0.4,1.5,0.12699604,0.126682043,144,104,48,93,56.5,1
237,0.5,1,0.106368065,0.106047153,124,104,62,93,56.5,1
790,0.5,1,0.186765194,0.186438084,289,249,96.33333333,396,167,1
673,0.428571429,1.333333333,0.114802837,0.114398003,164,104,41,396,169.6666667,1
374,0.5,1,0.222719908,0.222388983,269,249,134.5,85,52.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.103848934,0.103521109,144,104,48,93,56.5,1
237,0.5,1,0.100823879,0.100353956,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.11631918,0.116014957,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.100630045,0.100327969,144,104,48,93,56.5,1
653,0.5,1,0.09800601,0.097620964,144,104,48,396,169.6666667,1
257,0.4,1.5,0.103713036,0.103419065,144,104,48,93,56.5,1
237,0.5,1,0.104110956,0.103786945,124,104,62,93,56.5,1
257,0.4,1.5,0.102437973,0.102137089,144,104,48,93,56.5,1
653,0.5,1,0.089894056,0.089562893,144,104,48,396,169.6666667,1
257,0.4,1.5,0.104178905,0.103723049,144,104,48,93,56.5,1
237,0.5,1,0.130662203,0.130363941,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.450377226,0.449874163,144,104,48,93,56.5,1
237,0.5,1,0.101701021,0.101370096,124,104,62,93,56.5,1
257,0.4,1.5,0.473672867,0.47329998,144,104,48,93,56.5,1
237,0.5,1,0.089887857,0.089591026,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
673,0.428571429,1.333333333,0.08991313,0.089622974,164,104,41,396,169.6666667,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.098951101,0.098646879,144,104,48,93,56.5,1
237,0.5,1,0.103905201,0.103614807,124,104,62,93,56.5,1
673,0.428571429,1.333333333,0.089504957,0.089213133,164,104,41,396,169.6666667,1
416,0.5,1,0,0,20,20,20,396,396,1
237,0.5,1,0.11832118,0.118023872,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
673,0.428571429,1.333333333,0.089787006,0.089368105,164,104,41,396,169.6666667,1
653,0.5,1,0.089855909,0.089558125,144,104,48,396,169.6666667,1
237,0.5,1,0.438344955,0.438034773,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.089542866,0.089266062,144,104,48,93,56.5,1
1248,0.5,1,3.430189133,3.430207014,60,20,20,396,396,1
257,0.4,1.5,0.030981064,0.089051962,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.102667093,0.102385044,144,104,48,93,56.5,1
237,0.5,1,0.092787981,0.092504025,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.102673054,0.102401972,144,104,48,93,56.5,1
237,0.5,1,0.102096081,0.101796865,124,104,62,93,56.5,1
257,0.4,1.5,0.085886955,0.08930397,144,104,48,93,56.5,1
237,0.5,1,0.110353947,0.110043049,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.089085102,0.088747025,144,104,48,93,56.5,1
237,0.5,1,0.133852959,0.133547068,124,104,62,93,56.5,1
374,0.5,1,0.190330029,0.190037012,269,249,134.5,85,52.5,1
257,0.4,1.5,0.089547157,0.089128017,144,104,48,93,56.5,1
237,0.5,1,0.095784903,0.095484018,124,104,62,93,56.5,1
257,0.4,1.5,0.104526997,0.104178905,144,104,48,93,56.5,1
237,0.5,1,0.100132942,0.099807978,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.117223978,0.116899014,144,104,48,93,56.5,1
237,0.5,1,0.111196995,0.110780954,124,104,62,93,56.5,1
257,0.4,1.5,0.105974913,0.105666876,144,104,48,93,56.5,1
237,0.5,1,0.122111082,0.121701002,124,104,62,93,56.5,1
257,0.4,1.5,0.099715948,0.099424124,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.131110907,0.13080287,144,104,48,93,56.5,1
237,0.5,1,0.104866028,0.104444981,124,104,62,93,56.5,1
257,0.4,1.5,0.094795942,0.094375134,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.104609013,0.104299784,144,104,48,93,56.5,1
237,0.5,1,0.09817791,0.09781909,124,104,62,93,56.5,1
237,0.5,1,0.10206604,0.10174799,124,104,62,93,56.5,1
611,0.5,1,0.119754076,0.119424105,393,249,98.25,93,54.5,1
416,0.5,1,0,0,20,20,20,396,396,1
673,0.428571429,1.333333333,0.090913057,0.090572834,164,104,41,396,169.6666667,1
237,0.5,1,0.092330933,0.091995001,124,104,62,93,56.5,1
257,0.4,1.5,0.091951847,0.091864109,144,104,48,93,56.5,1
237,0.5,1,0.089415789,0.088940144,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
673,0.428571429,1.333333333,0.090425014,0.09010005,164,104,41,396,169.6666667,1
237,0.5,1,0.089756966,0.089455128,124,104,62,93,56.5,1
237,0.5,1,0.08950305,0.089229107,124,104,62,93,56.5,1
257,0.4,1.5,0.11125493,0.110852957,144,104,48,93,56.5,1
237,0.5,1,0.104229927,0.103887081,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.104367971,0.104081154,144,104,48,93,56.5,1
237,0.5,1,0.145115852,0.144815922,124,104,62,93,56.5,1
257,0.4,1.5,0.110656977,0.11033392,144,104,48,93,56.5,1
237,0.5,1,0.096935987,0.096455097,124,104,62,93,56.5,1
1089,0.444444444,1.25,0.102760792,0.102465868,184,104,36.8,396,226.25,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.116464853,0.116142035,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
790,0.5,1,0.168195009,0.168200016,289,249,96.33333333,396,167,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
790,0.5,1,0.210988045,0.21066308,289,249,96.33333333,396,167,1
257,0.4,1.5,0.054506063,0.103810072,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.104393959,0.104106903,144,104,48,93,56.5,1
237,0.5,1,0.125524044,0.124982834,124,104,62,93,56.5,1
257,0.4,1.5,0.12725091,0.126709938,144,104,48,93,56.5,1
237,0.5,1,0.129518032,0.129212141,124,104,62,93,56.5,1
653,0.5,1,0.098237038,0.097889185,144,104,48,396,169.6666667,1
257,0.4,1.5,0.095887899,0.09561801,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.044619083,0.103632927,144,104,48,93,56.5,1
237,0.5,1,0.095487118,0.094980001,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.103971958,0.103659153,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.089792013,0.089487791,144,104,48,93,56.5,1
237,0.5,1,0.104043007,0.103751898,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
673,0.428571429,1.333333333,0.101146936,0.100839138,164,104,41,396,169.6666667,1
237,0.5,1,0.103073835,0.10255599,124,104,62,93,56.5,1
257,0.4,1.5,0.097651958,0.097331047,144,104,48,93,56.5,1
237,0.5,1,0.091977835,0.091635942,124,104,62,93,56.5,1
257,0.4,1.5,0.103368998,0.102993011,144,104,48,93,56.5,1
653,0.5,1,0.101758003,0.101444006,144,104,48,396,169.6666667,1
257,0.4,1.5,0.090728045,0.090292931,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
374,0.5,1,0.198791981,0.198489904,269,249,134.5,85,52.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.154808998,0.200250149,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.184593916,0.18416214,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.147862196,0.147562981,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.107731104,0.203478098,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.062200069,0.19722414,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.014758825,0.204930067,144,104,48,93,56.5,1
237,0.5,1,0.199580908,0.199025869,124,104,62,93,56.5,1
374,0.5,1,0.324692011,0.324280977,269,249,134.5,85,52.5,1
374,0.5,1,0.326259851,0.325958014,269,249,134.5,85,52.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.211516857,0.211198092,144,104,48,93,56.5,1
237,0.5,1,0.198923111,0.198588848,124,104,62,93,56.5,1
257,0.4,1.5,0.188009024,0.187751055,144,104,48,93,56.5,1
653,0.5,1,0.195945024,0.195636988,144,104,48,396,169.6666667,1
257,0.4,1.5,0.100285053,0.099812031,144,104,48,93,56.5,1
237,0.5,1,0.20929718,0.208974123,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.221880913,0.221465111,144,104,48,93,56.5,1
374,0.5,1,0.286113024,0.285759926,269,249,134.5,85,52.5,1
257,0.4,1.5,0.227489948,0.227189064,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.137177944,0.206583977,144,104,48,93,56.5,1
237,0.5,1,0.09678793,0.096491098,124,104,62,93,56.5,1
832,0.5,1,3.877999067,3.878008842,40,20,20,396,396,1
257,0.4,1.5,0.090769053,0.090426207,144,104,48,93,56.5,1
237,0.5,1,0.198616982,0.198318005,124,104,62,93,56.5,1
257,0.4,1.5,0.198421001,0.197943926,144,104,48,93,56.5,1
237,0.5,1,0.097008944,0.096650124,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.204887867,0.204543829,144,104,48,93,56.5,1
237,0.5,1,0.194423914,0.194113016,124,104,62,93,56.5,1
257,0.4,1.5,0.232740879,0.232445955,144,104,48,93,56.5,1
237,0.5,1,0.222018957,0.221535921,124,104,62,93,56.5,1
257,0.4,1.5,0.20971489,0.209396839,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.229266167,0.228882074,144,104,48,93,56.5,1
237,0.5,1,0.240756035,0.24040103,124,104,62,93,56.5,1
257,0.4,1.5,0.231557131,0.231248856,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
790,0.5,1,0.28511405,0.284759998,289,249,96.33333333,396,167,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.012205124,0.091448784,144,104,48,93,56.5,1
237,0.5,1,0.211579084,0.211288929,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.130983114,0.130060911,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
832,0.5,1,2.551546812,2.551546097,40,20,20,396,396,1
257,0.4,1.5,0.210336924,0.210003853,144,104,48,93,56.5,1
237,0.5,1,1.135540009,1.135004044,124,104,62,93,56.5,1
257,0.4,1.5,0.093738079,0.192760944,144,104,48,93,56.5,1
237,0.5,1,0.204915047,0.204547882,124,104,62,93,56.5,1
257,0.4,1.5,0.074002028,0.236850977,144,104,48,93,56.5,1
653,0.5,1,0.203011036,0.20216918,144,104,48,396,169.6666667,1
653,0.5,1,0.198537111,0.19807291,144,104,48,396,169.6666667,1
257,0.4,1.5,0.166745901,0.166392088,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.203094006,0.202744007,144,104,48,93,56.5,1
237,0.5,1,0.188103199,0.187782049,124,104,62,93,56.5,1
144,0.333333333,2,0.76936698,0,124,104,62,20,20,1
80,0,1,0.217706919,4.646550179,40,20,20,20,20,1
100,0,2,2.003812075,0,80,40,40,20,20,1
1214,0.153846154,0.444444444,0.161827087,4.05E-06,518,438,129.5,508,77.33333333,1
416,0.5,1,0,0,20,20,20,396,396,1
374,0.5,1,0.301809072,0.30153203,269,249,134.5,85,52.5,1
416,0.5,1,0,0,20,20,20,396,396,1
673,0.428571429,1.333333333,0.137827873,0.137504101,164,104,41,396,169.6666667,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.210744143,0.210427046,144,104,48,93,56.5,1
237,0.5,1,0.128606081,0.128275871,124,104,62,93,56.5,1
257,0.4,1.5,0.239490986,0.23901391,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.135164976,0.212891817,144,104,48,93,56.5,1
237,0.5,1,0.210641146,0.210319996,124,104,62,93,56.5,1
257,0.4,1.5,0.211263895,0.210925102,144,104,48,93,56.5,1
237,0.5,1,0.203891993,0.203554153,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.199446917,0.199124098,144,104,48,93,56.5,1
611,0.5,1,0.20193696,0.201642036,393,249,98.25,93,54.5,1
257,0.4,1.5,0.211144924,0.210813046,144,104,48,93,56.5,1
237,0.5,1,0.104661942,0.104321957,124,104,62,93,56.5,1
257,0.4,1.5,0.205364943,0.204442978,144,104,48,93,56.5,1
237,0.5,1,0.129689932,0.129354,124,104,62,93,56.5,1
257,0.4,1.5,0.539520979,0.539086103,144,104,48,93,56.5,1
653,0.5,1,0.210880995,0.210375071,144,104,48,396,169.6666667,1
237,0.5,1,0.243971109,0.243224859,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
374,0.5,1,0.340234995,0.339794874,269,249,134.5,85,52.5,1
2080,0.5,1,1.644693136,1.644685984,100,20,20,396,396,1
257,0.4,1.5,0.205929995,0.20559907,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
237,0.5,1,0.201972961,0.20164299,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.206182003,0.205837011,144,104,48,93,56.5,1
237,0.5,1,0.24446106,0.244110107,124,104,62,93,56.5,1
257,0.4,1.5,0.097710848,0.097265959,144,104,48,93,56.5,1
237,0.5,1,0.205193996,0.20492506,124,104,62,93,56.5,1
257,0.4,1.5,0.097145081,0.199879169,144,104,48,93,56.5,1
237,0.5,1,0.091526031,0.09120512,124,104,62,93,56.5,1
237,0.5,1,0.200625896,0.200268984,124,104,62,93,56.5,1
257,0.4,1.5,0.227994919,0.227636099,144,104,48,93,56.5,1
653,0.5,1,0.216736078,0.21637702,144,104,48,396,169.6666667,1
237,0.5,1,0.253223896,0.252779007,124,104,62,93,56.5,1
748,0.5,1,0.305107832,0.304813147,538,249,134.5,85,52.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.222048044,0.221742153,144,104,48,93,56.5,1
237,0.5,1,0.223978043,0.223702908,124,104,62,93,56.5,1
257,0.4,1.5,0.031197071,0.103570938,144,104,48,93,56.5,1
237,0.5,1,0.594928026,0.594320774,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.711135864,4.906738997,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.21719408,0.216866016,144,104,48,93,56.5,1
237,0.5,1,0.225168943,0.224838018,124,104,62,93,56.5,1
257,0.4,1.5,0.57529521,0.574849844,144,104,48,93,56.5,1
237,0.5,1,0.202389002,0.202046871,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.103018999,0.102670193,144,104,48,93,56.5,1
237,0.5,1,0.209323168,0.20894599,124,104,62,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.122036934,0.121707201,144,104,48,93,56.5,1
832,0.5,1,2.712581873,2.712574005,40,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.194110155,0.193794012,144,104,48,93,56.5,1
237,0.5,1,0.205343962,0.204970121,124,104,62,93,56.5,1
257,0.4,1.5,0.200914145,0.200484037,144,104,48,93,56.5,1
237,0.5,1,0.233077049,0.232751846,124,104,62,93,56.5,1
257,0.4,1.5,0.205751181,0.205355883,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
416,0.5,1,0,0,20,20,20,396,396,1
237,0.5,1,0.097786903,0.097404003,124,104,62,93,56.5,1
257,0.4,1.5,0.062494993,0.23703599,144,104,48,93,56.5,1
237,0.5,1,0.211789846,0.21145916,124,104,62,93,56.5,1
374,0.5,1,0.32002902,0.319606066,269,249,134.5,85,52.5,1
1089,0.444444444,1.25,0.016120195,0.104498148,184,104,36.8,396,226.25,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.202389002,0.20204711,144,104,48,93,56.5,1
653,0.5,1,0.200259924,0.199971914,144,104,48,396,169.6666667,1
257,0.4,1.5,0.093893051,0.093463898,144,104,48,93,56.5,1
611,0.5,1,0.095780849,0.095459938,393,249,98.25,93,54.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.10408783,0.103761196,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
257,0.4,1.5,0.119536161,0.119225025,144,104,48,93,56.5,1
416,0.5,1,0,0,20,20,20,396,396,1
374,0.5,1,0.200739145,0.200130224,269,249,134.5,85,52.5,1
257,0.4,1.5,0.106271029,0.105935812,144,104,48,93,56.5,1
653,0.5,1,0.09304595,0.092691898,144,104,48,396,169.6666667,1
257,0.4,1.5,0.091074944,0.090763092,144,104,48,93,56.5,1
