ip1,ip2,port1,port2,total_num,total_len,flow_time,psh_rate,up_down_len_rate,up_down_num_rate,flow_pkts_rate,flow_bytes_rate,up_time_max,up_time_min,up_time_mean,down_time_max,down_time_min,down_time_mean,up_len_sum,up_len_max,up_len_min,up_len_mean,down_len_sum,down_len_max,down_len_min,down_len_mean,label
192.168.23.177,203.107.32.162,51352,13531,6,644,4.70310998,0.5,0.260273973,1,1.275751583,136.9306699,4.657348871,0.045761108,2.35155499,4.657348156,0.04537487,2.351361513,133,93,20,44.33333333,511,398,20,170.3333333,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.515405893,0.4,1.17699115,1.5,9.701092022,477.2937275,0.470237017,0.045168877,0.257702947,0.044862986,0.044862986,0.044862986,133,93,20,44.33333333,113,93,20,56.5,1
203.107.32.162,192.168.23.177,13531,51352,4,836,7.972694159,0.5,0.050251256,1,0.50171246,104.8579042,7.972651005,7.972651005,7.972651005,7.972656012,7.972656012,7.972656012,40,20,20,20,796,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.183965921,0.4,1.17699115,1.5,27.17894685,1337.204185,0.133012056,0.050953865,0.091982961,0.050626993,0.050626993,0.050626993,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,6,644,8.271458864,0.5,0.260273973,1,0.725385944,77.85809137,8.225689888,0.045768976,4.135729432,8.225670099,0.045450926,4.135560513,133,93,20,44.33333333,511,398,20,170.3333333,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.971863985,0.4,1.17699115,1.5,5.144752843,253.1218399,0.900464058,0.071399927,0.485931993,0.071094036,0.071094036,0.071094036,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,6,644,1.587761879,0.5,0.260273973,1,3.778904179,405.6023819,1.508502007,0.079259872,0.793880939,1.508497,0.078676939,0.793586969,133,93,20,44.33333333,511,398,20,170.3333333,1
203.107.32.162,192.168.23.177,13531,51352,2,418,5.51E-05,0.5,0.050251256,1,36314.32035,7589692.952,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.623801947,0.4,1.17699115,1.5,8.015364535,394.3559351,0.57830596,0.045495987,0.311900973,0.045150042,0.045150042,0.045150042,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,6,644,2.789061069,0.5,0.260273973,1,2.151261608,230.9020792,2.744440079,0.044620991,1.394530535,2.744325161,0.044282913,1.394304037,133,93,20,44.33333333,511,398,20,170.3333333,1
192.168.23.177,203.107.32.162,51352,13531,4,331,0.069289923,0.5,2.152380952,1,57.72845232,4777.02943,0.069289923,0.069289923,0.069289923,0.068949938,0.068949938,0.068949938,226,206,20,113,105,85,20,52.5,1
203.107.32.162,192.168.23.177,13531,51352,2,418,3.70E-05,0.5,0.050251256,1,54120.05161,11311090.79,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.531575918,0.4,1.17699115,1.5,9.405994194,462.7749143,0.456464052,0.075111866,0.265787959,0.074707031,0.074707031,0.074707031,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,6,749,6.398891926,0.5,0.489065606,1,0.937662344,117.0515159,6.349008799,0.049883127,3.199445963,6.348953962,0.049551964,3.199252963,246,206,20,82,503,398,20,167.6666667,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.18663311,0.4,1.17699115,1.5,26.79053036,1318.094093,0.128918171,0.057714939,0.093316555,0.057449102,0.057449102,0.057449102,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,7,664,3.058662176,0.428571429,0.299412916,1.333333333,2.288582261,217.0883745,2.922693014,0.059529066,1.019554059,2.92267704,0.076155901,1.499416471,153,93,20,38.25,511,398,20,170.3333333,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.150478125,0.4,1.17699115,1.5,33.22742101,1634.789114,0.090010166,0.060467958,0.075239062,0.060148001,0.060148001,0.060148001,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,6,644,5.689353943,0.5,0.260273973,1,1.054601289,113.1938717,5.631973982,0.057379961,2.844676971,5.631930113,0.05685091,2.844390512,133,93,20,44.33333333,511,398,20,170.3333333,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.514182091,0.4,1.17699115,1.5,9.724181549,478.4297322,0.453109026,0.061073065,0.257091045,0.060729027,0.060729027,0.060729027,133,93,20,44.33333333,113,93,20,56.5,1
203.107.32.162,192.168.23.177,13531,51352,2,418,6.48E-05,0.5,0.050251256,1,30840.47059,6445658.353,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.717991829,0.4,1.17699115,1.5,6.963867552,342.6222836,0.643601894,0.074389935,0.358995914,0.074038982,0.074038982,0.074038982,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,10,1480,14.78734398,0.5,0.132364193,1,0.676253965,100.0855868,6.577128172,0.076572895,3.696835995,6.577131987,0.076244831,3.696756482,173,93,20,34.6,1307,398,20,261.4,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.438289881,0.4,1.17699115,1.5,11.40797499,561.2723697,0.362816095,0.075473785,0.21914494,0.075095892,0.075095892,0.075095892,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,6,644,1.881395102,0.5,0.260273973,1,3.189122792,342.2991797,1.800494909,0.080900192,0.940697551,1.800498009,0.080298901,0.940398455,133,93,20,44.33333333,511,398,20,170.3333333,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.354351997,0.4,1.17699115,1.5,14.11026335,694.2249566,0.284410954,0.069941044,0.177175999,0.069611073,0.069611073,0.069611073,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,6,749,9.654021025,0.5,0.489065606,1,0.621502686,77.584252,9.605009079,0.049011946,4.827010512,9.604994059,0.048676968,4.826835513,246,206,20,82,503,398,20,167.6666667,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.61144805,0.4,1.17699115,1.5,8.177309591,402.3236319,0.548931122,0.062516928,0.305724025,0.062205076,0.062205076,0.062205076,133,93,20,44.33333333,113,93,20,56.5,1
203.107.32.162,192.168.23.177,13531,51352,2,418,3.79E-05,0.5,0.050251256,1,52758.54088,11026535.04,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
203.107.32.162,192.168.23.177,13531,51352,2,418,4.10E-05,0.5,0.050251256,1,48770.97674,10193134.14,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,7,664,5.183223963,0.428571429,0.299412916,1.333333333,1.350510811,128.105597,4.881597996,0.045640945,1.727741321,4.881575108,0.045175791,2.463375449,153,93,20,38.25,511,398,20,170.3333333,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.28663516,0.4,1.17699115,1.5,17.44377763,858.2338594,0.235323191,0.05131197,0.14331758,0.051019907,0.051019907,0.051019907,133,93,20,44.33333333,113,93,20,56.5,1
203.107.32.162,192.168.23.177,13531,51352,2,418,4.20E-05,0.5,0.050251256,1,47662.54545,9961472,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,6,644,12.91029286,0.5,0.260273973,1,0.46474546,49.88267941,12.86031795,0.049974918,6.455146432,12.86035013,0.048463821,6.454406977,133,93,20,44.33333333,511,398,20,170.3333333,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.28698802,0.4,1.17699115,1.5,17.42233004,857.1786378,0.236787081,0.050200939,0.14349401,0.049864054,0.049864054,0.049864054,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,4,331,0.076159954,0.5,2.152380952,1,52.52104008,4346.116066,0.076159954,0.076159954,0.076159954,0.075798988,0.075798988,0.075798988,226,206,20,113,105,85,20,52.5,1
203.107.32.162,192.168.23.177,13531,51352,2,418,3.10E-05,0.5,0.050251256,1,64527.75385,13486300.55,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.665179014,0.4,1.17699115,1.5,7.51677352,369.8252572,0.586040974,0.079138041,0.332589507,0.07880497,0.07880497,0.07880497,133,93,20,44.33333333,113,93,20,56.5,1
203.107.32.162,192.168.23.177,13531,51352,2,418,3.98E-05,0.5,0.050251256,1,50231.18563,10498317.8,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.192290068,0.4,1.17699115,1.5,26.00238307,1279.317247,0.113208055,0.079082012,0.096145034,0.078773022,0.078773022,0.078773022,133,93,20,44.33333333,113,93,20,56.5,1
203.107.32.162,192.168.23.177,13531,51352,2,418,4.10E-05,0.5,0.050251256,1,48770.97674,10193134.14,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.883869886,0.4,1.17699115,1.5,5.656941227,278.3215084,0.822082043,0.061787844,0.441934943,0.061436892,0.061436892,0.061436892,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,6,749,14.54871893,0.5,0.489065606,1,0.412407445,51.48219604,14.49897003,0.049748898,7.274359465,14.49896502,0.049288988,7.274127007,246,206,20,82,503,398,20,167.6666667,1
192.168.23.177,203.107.32.162,51352,13531,4,331,0.084791183,0.5,2.152380952,1,47.174716,3903.707749,0.084791183,0.084791183,0.084791183,0.084478855,0.084478855,0.084478855,226,206,20,113,105,85,20,52.5,1
192.168.23.177,203.107.32.162,51352,13531,7,664,6.458831072,0.428571429,0.299412916,1.333333333,1.083787441,102.8049801,5.754261971,0.065148115,2.152943691,5.754257917,0.064859867,2.909558892,153,93,20,38.25,511,398,20,170.3333333,1
203.107.32.162,192.168.23.177,13531,51352,2,418,4.10E-05,0.5,0.050251256,1,48770.97674,10193134.14,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,4,331,0.054129124,0.5,2.152380952,1,73.8973722,6115.00755,0.054129124,0.054129124,0.054129124,0.05379796,0.05379796,0.05379796,226,206,20,113,105,85,20,52.5,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.273124933,0.4,1.17699115,1.5,18.30664063,900.686719,0.228121042,0.045003891,0.136562467,0.044746876,0.044746876,0.044746876,133,93,20,44.33333333,113,93,20,56.5,1
203.107.32.162,192.168.23.177,13531,51352,2,418,3.89E-05,0.5,0.050251256,1,51463.85276,10755945.23,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
203.107.32.162,192.168.23.177,13531,51352,2,418,3.39E-05,0.5,0.050251256,1,59074.70423,12346613.18,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.398802996,0.4,1.17699115,1.5,12.53751866,616.8459181,0.318263054,0.080539942,0.199401498,0.080160141,0.080160141,0.080160141,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,7,664,3.881803989,0.428571429,0.299412916,1.333333333,1.803285282,171.0544896,3.743552208,0.055614948,1.293934663,3.743552923,0.055334091,1.899443507,153,93,20,38.25,511,398,20,170.3333333,1
203.107.32.162,192.168.23.177,13531,51352,8,1167,13.53522992,0.5,0.295227525,1,0.591050174,86.21944413,12.36088204,0.081350088,4.511729638,12.360883,0.081068993,4.51173234,266,206,20,66.5,901,398,20,225.25,1
203.107.32.162,192.168.23.177,13531,51352,2,418,3.79E-05,0.5,0.050251256,1,52758.54088,11026535.04,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.829649925,0.4,1.17699115,1.5,6.026638282,296.5106035,0.766191959,0.063457966,0.414824963,0.063181162,0.063181162,0.063181162,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,4,331,0.068668842,0.5,2.152380952,1,58.25058156,4820.235624,0.068668842,0.068668842,0.068668842,0.068296909,0.068296909,0.068296909,226,206,20,113,105,85,20,52.5,1
203.107.32.162,192.168.23.177,13531,51352,6,749,6.954553127,0.5,0.489065606,1,0.862744146,107.6992276,6.895862103,0.058651924,3.477257013,6.896223068,0.058296919,3.477259994,246,206,20,82,503,398,20,167.6666667,1
203.107.32.162,192.168.23.177,13531,51352,6,749,2.393830061,0.5,0.489065606,1,2.506443585,312.8877075,2.344753981,0.049036026,1.196895003,2.345087051,0.048701048,1.19689405,246,206,20,82,503,398,20,167.6666667,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.835526943,0.4,1.17699115,1.5,5.984247475,294.4249758,0.785517931,0.050009012,0.417763472,0.049587965,0.049587965,0.049587965,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,6,644,1.876752853,0.5,0.260273973,1,3.197011258,343.145875,1.830838919,0.045913935,0.938376427,1.830836058,0.045094013,0.937965035,133,93,20,44.33333333,511,398,20,170.3333333,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.2695961,0.4,1.17699115,1.5,18.54626236,912.4761083,0.201090097,0.068506002,0.13479805,0.068192959,0.068192959,0.068192959,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,7,664,1.169360161,0.428571429,0.299412916,1.333333333,5.986179651,567.8318984,1.082547188,0.004019022,0.38978672,1.082547903,0.082465887,0.582506895,153,93,20,38.25,511,398,20,170.3333333,1
203.107.32.162,192.168.23.177,13531,51352,6,749,7.319572926,0.5,0.489065606,1,0.819719956,102.3283746,7.254616022,0.064923048,3.659769535,7.254990816,0.064549208,3.659770012,246,206,20,82,503,398,20,167.6666667,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.964600086,0.4,1.17699115,1.5,5.183495286,255.0279681,0.908107996,0.05649209,0.482300043,0.056187153,0.056187153,0.056187153,133,93,20,44.33333333,113,93,20,56.5,1
203.107.32.162,192.168.23.177,13531,51352,2,418,7.20E-05,0.5,0.050251256,1,27776.84768,5805361.166,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
203.107.32.162,192.168.23.177,13531,51352,2,418,3.39E-05,0.5,0.050251256,1,59074.70423,12346613.18,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.100775003,0.4,1.17699115,1.5,49.61547834,2441.081534,0.055411816,0.045363188,0.050387502,0.045019865,0.045019865,0.045019865,133,93,20,44.33333333,113,93,20,56.5,1
203.107.32.162,192.168.23.177,13531,51352,2,418,4.51E-05,0.5,0.050251256,1,44384.16931,9276291.386,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
203.107.32.162,192.168.23.177,13531,51352,2,418,5.01E-05,0.5,0.050251256,1,39945.75238,8348662.248,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
203.107.32.162,192.168.23.177,13531,51352,2,418,4.01E-05,0.5,0.050251256,1,49932.19048,10435827.81,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.90516901,0.4,1.17699115,1.5,5.523830295,271.7724505,0.859772921,0.04539609,0.452584505,0.045101166,0.045101166,0.045101166,133,93,20,44.33333333,113,93,20,56.5,1
203.107.32.162,192.168.23.177,13531,51352,4,836,5.102863789,0.5,0.050251256,1,0.783873559,163.8295739,5.102824926,5.102824926,5.102824926,5.102826834,5.102826834,5.102826834,40,20,20,20,796,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.440337896,0.4,1.17699115,1.5,11.3549164,558.6618868,0.394870043,0.045467854,0.220168948,0.045129061,0.045129061,0.045129061,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,6,644,1.829941034,0.5,0.260273973,1,3.278794173,351.9239079,1.784769058,0.045171976,0.914970517,1.784749985,0.044796944,0.914773464,133,93,20,44.33333333,511,398,20,170.3333333,1
203.107.32.162,192.168.23.177,13531,51352,2,418,3.50E-05,0.5,0.050251256,1,57065.36054,11926660.35,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.649260044,0.4,1.17699115,1.5,7.701074547,378.8928677,0.603963137,0.045296907,0.324630022,0.044818163,0.044818163,0.044818163,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,7,664,2.709686995,0.428571429,0.299412916,1.333333333,2.583324205,245.0467531,2.565278053,0.055000067,0.903228998,2.565274,0.054540157,1.309907079,153,93,20,38.25,511,398,20,170.3333333,1
203.107.32.162,192.168.23.177,13531,51352,2,418,3.29E-05,0.5,0.050251256,1,60787.01449,12704486.03,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,4,331,0.055371046,0.5,2.152380952,1,72.23992112,5977.853472,0.055371046,0.055371046,0.055371046,0.055026054,0.055026054,0.055026054,226,206,20,113,105,85,20,52.5,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.145059109,0.4,1.17699115,1.5,34.46870757,1695.860413,0.099210978,0.045848131,0.072529554,0.04555583,0.04555583,0.04555583,133,93,20,44.33333333,113,93,20,56.5,1
203.107.32.162,192.168.23.177,13531,51352,2,418,4.01E-05,0.5,0.050251256,1,49932.19048,10435827.81,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,7,664,14.73752093,0.428571429,0.299412916,1.333333333,0.474978121,45.05506747,13.77979684,0.069727182,4.912506978,13.77979112,0.069436073,6.924613595,153,93,20,38.25,511,398,20,170.3333333,1
192.168.23.177,203.107.32.162,51352,13531,4,331,0.072016001,0.5,2.152380952,1,55.54321204,4596.200797,0.072016001,0.072016001,0.072016001,0.071479082,0.071479082,0.071479082,226,206,20,113,105,85,20,52.5,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.924870014,0.4,1.17699115,1.5,5.406165108,265.9833233,0.879059076,0.045810938,0.462435007,0.045459032,0.045459032,0.045459032,133,93,20,44.33333333,113,93,20,56.5,1
203.107.32.162,192.168.23.177,13531,51352,2,418,3.31E-05,0.5,0.050251256,1,60349.69784,12613086.85,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.49760294,0.4,1.17699115,1.5,10.04817215,494.3700698,0.431852818,0.065750122,0.24880147,0.065403938,0.065403938,0.065403938,133,93,20,44.33333333,113,93,20,56.5,1
203.107.32.162,192.168.23.177,13531,51352,4,836,8.390595913,0.5,0.050251256,1,0.476724185,99.63535471,8.390555859,8.390555859,8.390555859,8.390516996,8.390516996,8.390516996,40,20,20,20,796,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.997955084,0.4,1.17699115,1.5,5.010245532,246.5040802,0.922584057,0.075371027,0.498977542,0.075116873,0.075116873,0.075116873,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,6,644,6.129068136,0.5,0.260273973,1,0.978941638,105.0730691,6.081771135,0.047297001,3.064534068,6.081770897,0.046947002,3.06435895,133,93,20,44.33333333,511,398,20,170.3333333,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.062311888,0.4,1.17699115,1.5,80.24151059,3947.882321,0.045347929,0.016963959,0.031155944,0.045015097,0.045015097,0.045015097,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,7,664,0.629239082,0.428571429,0.299412916,1.333333333,11.1245474,1055.242782,0.567391157,0.016489983,0.209746361,0.567386866,0.044971943,0.306179404,153,93,20,38.25,511,398,20,170.3333333,1
192.168.23.177,203.107.32.162,51352,13531,4,331,0.048910141,0.5,2.152380952,1,81.78263074,6767.512694,0.048910141,0.048910141,0.048910141,0.048592091,0.048592091,0.048592091,226,206,20,113,105,85,20,52.5,1
192.168.23.177,203.107.32.162,51352,13531,7,664,6.654236794,0.428571429,0.299412916,1.333333333,1.051961362,99.78604919,5.891422987,0.063503027,2.218078931,5.891417027,0.063161135,2.977289081,153,93,20,38.25,511,398,20,170.3333333,1
203.107.32.162,192.168.23.177,13531,51352,2,418,4.60E-05,0.5,0.050251256,1,43464.29016,9084036.642,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.239086151,0.4,1.17699115,1.5,20.9129637,1028.917814,0.187268019,0.051818132,0.119543076,0.051503897,0.051503897,0.051503897,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,7,664,4.194438934,0.428571429,0.299412916,1.333333333,1.668876365,158.3048437,4.134095907,0.015239,1.398146311,4.134130001,0.044731855,2.089430928,153,93,20,38.25,511,398,20,170.3333333,1
192.168.23.177,203.107.32.162,51352,13531,5,246,1.016870022,0.4,1.17699115,1.5,4.917049271,241.9188242,0.943068981,0.073801041,0.508435011,0.073514938,0.073514938,0.073514938,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,7,664,5.434405804,0.428571429,0.299412916,1.333333333,1.288089306,122.1844713,5.322031021,0.04533577,1.811468601,5.322060823,0.044970036,2.683515429,153,93,20,38.25,511,398,20,170.3333333,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.857514143,0.4,1.17699115,1.5,5.830807621,286.8757349,0.785078049,0.072436094,0.428757071,0.072154045,0.072154045,0.072154045,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,6,644,0.866363049,0.5,0.260273973,1,6.925503125,743.3373354,0.792943001,0.073420048,0.433181524,0.79293704,0.073117971,0.433027506,133,93,20,44.33333333,511,398,20,170.3333333,1
203.107.32.162,192.168.23.177,13531,51352,2,418,3.41E-05,0.5,0.050251256,1,58661.59441,12260273.23,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
203.107.32.162,192.168.23.177,13531,51352,2,418,3.22E-05,0.5,0.050251256,1,62137.83704,12986807.94,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.71429801,0.4,1.17699115,1.5,6.999879505,344.3940717,0.668708086,0.045589924,0.357149005,0.045259237,0.045259237,0.045259237,133,93,20,44.33333333,113,93,20,56.5,1
203.107.32.162,192.168.23.177,13531,51352,2,418,4.51E-05,0.5,0.050251256,1,44384.16931,9276291.386,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
203.107.32.162,192.168.23.177,13531,51352,2,418,3.89E-05,0.5,0.050251256,1,51463.85276,10755945.23,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,9,577,13.82336617,0.444444444,1.646788991,1.25,0.651071519,41.74091846,13.09027195,0.057399035,3.455841541,13.09059215,0.057102919,4.407064994,359,206,20,71.8,218,93,20,54.5,1
203.107.32.162,192.168.23.177,13531,51352,2,418,4.32E-05,0.5,0.050251256,1,46345.90055,9686293.215,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.614408016,0.4,1.17699115,1.5,8.137914656,400.3854011,0.552906036,0.06150198,0.307204008,0.061125994,0.061125994,0.061125994,133,93,20,44.33333333,113,93,20,56.5,1
203.107.32.162,192.168.23.177,13531,51352,6,749,8.08893609,0.5,0.489065606,1,0.741753913,92.59561352,8.03384304,0.055052996,4.044448018,8.034183979,0.054718971,4.044451475,246,206,20,82,503,398,20,167.6666667,1
203.107.32.162,192.168.23.177,13531,51352,2,418,4.70E-05,0.5,0.050251256,1,42581.7665,8899589.198,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,7,664,4.173690081,0.428571429,0.299412916,1.333333333,1.677172925,159.0918317,3.481416941,0.052730083,1.391230027,3.481431007,0.052421093,1.76692605,153,93,20,38.25,511,398,20,170.3333333,1
192.168.23.177,203.107.32.162,51352,13531,7,664,8.099596977,0.428571429,0.299412916,1.333333333,0.864240532,81.9793876,7.435867071,0.055840969,2.699865659,7.435848951,0.055561066,3.745705009,153,93,20,38.25,511,398,20,170.3333333,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.749635935,0.4,1.17699115,1.5,6.669904373,328.1592952,0.674520016,0.075115919,0.374817967,0.07466197,0.07466197,0.07466197,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,6,644,5.155801058,0.5,0.260273973,1,1.163737687,124.9078451,5.078358173,0.077442884,2.577900529,5.078358889,0.077111959,2.577735424,133,93,20,44.33333333,511,398,20,170.3333333,1
192.168.23.177,203.107.32.162,51352,13531,6,749,3.56140995,0.5,0.489065606,1,1.684726017,210.3099644,3.511832952,0.049576998,1.780704975,3.511832952,0.049275875,1.780554414,246,206,20,82,503,398,20,167.6666667,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.590955019,0.4,1.17699115,1.5,8.460880844,416.2753375,0.524582863,0.066372156,0.295477509,0.066056013,0.066056013,0.066056013,133,93,20,44.33333333,113,93,20,56.5,1
203.107.32.162,192.168.23.177,13531,51352,2,418,3.79E-05,0.5,0.050251256,1,52758.54088,11026535.04,0,0,0,0,0,0,20,20,20,20,398,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.815075874,0.4,1.17699115,1.5,6.134398229,301.8123929,0.742595911,0.072479963,0.407537937,0.072202206,0.072202206,0.072202206,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,4,331,0.066490889,0.5,2.152380952,1,60.15861849,4978.12568,0.066490889,0.066490889,0.066490889,0.066139936,0.066139936,0.066139936,226,206,20,113,105,85,20,52.5,1
203.107.32.162,192.168.23.177,13531,51352,4,836,6.449923992,0.5,0.050251256,1,0.620162347,129.6139305,6.449882984,6.449882984,6.449882984,6.449890852,6.449890852,6.449890852,40,20,20,20,796,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,9,577,10.00097513,0.444444444,1.646788991,1.25,0.899912247,57.69437404,9.483994007,0.048804998,2.500243783,9.484313011,0.048464775,3.203735669,359,206,20,71.8,218,93,20,54.5,1
203.107.32.162,192.168.23.177,13531,51352,8,1167,11.26391196,0.5,0.295227525,1,0.710232824,103.6052132,6.875684977,0.048916817,3.754624287,6.876003027,0.048605919,3.754623969,266,206,20,66.5,901,398,20,225.25,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.750799894,0.4,1.17699115,1.5,6.65956407,327.6505522,0.705679893,0.045120001,0.375399947,0.044784069,0.044784069,0.044784069,133,93,20,44.33333333,113,93,20,56.5,1
203.107.32.162,192.168.23.177,13531,51352,4,836,10.94651508,0.5,0.050251256,1,0.365413099,76.37133769,10.94647598,10.94647598,10.94647598,10.94648218,10.94648218,10.94648218,40,20,20,20,796,398,398,398,1
192.168.23.177,203.107.32.162,51352,13531,5,246,0.09117198,0.4,1.17699115,1.5,54.84141076,2698.19741,0.046015024,0.045156956,0.04558599,0.044782162,0.044782162,0.044782162,133,93,20,44.33333333,113,93,20,56.5,1
192.168.23.177,203.107.32.162,51352,13531,6,644,7.290816069,0.5,0.260273973,1,0.822953143,88.33030403,7.226250887,0.064565182,3.645408034,7.226191998,0.06430006,3.645246029,133,93,20,44.33333333,511,398,20,170.3333333,1
