ip1,ip2,port1,port2,total_num,total_len,flow_time,psh_rate,up_down_len_rate,up_down_num_rate,flow_pkts_rate,flow_bytes_rate,up_time_max,up_time_min,up_time_mean,down_time_max,down_time_min,down_time_mean,up_len_sum,up_len_max,up_len_min,up_len_mean,down_len_sum,down_len_max,down_len_min,down_len_mean,label
94.130.12.30,192.168.23.193,80,41678,2,460,3.22E-05,0.5,0.045454545,1,62137.83704,14291702.52,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
192.168.23.193,94.130.12.30,41676,80,9,357,0.858464003,0.333333333,1.318181818,1.25,10.48384087,415.8590214,0.325636864,0.018195152,0.214616001,0.270212173,0.018558979,0.177499692,203,123,20,40.6,154,94,20,38.5,1
192.168.23.193,94.130.12.30,41678,80,9,1197,11.0592761,0.444444444,0.205438066,1.25,0.813796483,108.2349323,8.505151987,0.256687164,2.764819026,8.505159855,0.256182194,3.414691687,204,124,20,40.8,993,440,20,248.25,1
192.168.23.193,94.130.12.30,41680,80,11,2059,9.32378006,0.363636364,0.434843206,1.2,1.179779009,220.83318,6.382341862,0.005741835,1.864756012,6.382353067,0.006079912,2.267946959,624,504,20,104,1435,511,20,287,1
192.168.23.193,94.130.12.30,41678,80,8,339,0.551921129,0.375,1.187096774,1,14.49482467,614.2181954,0.279978037,0.003091097,0.18397371,0.279647112,0.003432989,0.183844328,184,124,20,46,155,95,20,38.75,1
192.168.23.193,94.130.12.30,41680,80,5,275,2.9192729,0.4,1.455357143,1.5,1.712755255,94.20153903,1.616775036,1.302497864,1.45963645,1.616237879,1.616237879,1.616237879,163,123,20,54.33333333,112,92,20,56,1
192.168.23.193,94.130.12.30,41682,80,9,1599,6.074772835,0.333333333,0.607035176,1.25,1.481536881,263.2197192,5.480352879,0.00011301,1.518693209,5.480350018,0.000386,1.929167668,604,504,20,120.8,995,511,20,248.75,1
192.168.23.193,94.130.12.30,41680,80,6,715,3.21760416,0.5,0.295289855,1,1.864741497,222.2150284,2.309069157,0.908535004,1.60880208,2.309082031,0.90814805,1.608615041,163,123,20,54.33333333,552,440,20,184,1
94.130.12.30,192.168.23.193,80,41682,4,920,0.553995848,0.5,0.045454545,1,7.220270723,1660.662266,0.553935051,0.553935051,0.553935051,0.553956985,0.553956985,0.553956985,40,20,20,20,880,440,440,440,1
192.168.23.193,94.130.12.30,41680,80,5,275,0.266167164,0.4,1.455357143,1.5,18.7851872,1033.185296,0.264944077,0.001223087,0.133083582,0.264683962,0.264683962,0.264683962,163,123,20,54.33333333,112,92,20,56,1
94.130.12.30,192.168.23.193,80,41682,2,460,5.20E-05,0.5,0.045454545,1,38479.85321,8850366.239,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
94.130.12.30,192.168.23.193,80,41682,2,460,3.89E-05,0.5,0.045454545,1,51463.85276,11836686.13,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
94.130.12.30,192.168.23.193,80,41680,2,460,3.79E-05,0.5,0.045454545,1,52758.54088,12134464.4,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
192.168.23.193,94.130.12.30,41680,80,7,735,4.39951992,0.428571429,0.331521739,1.333333333,1.591082692,167.0636827,3.272592783,0.269247055,1.46650664,3.272603035,0.857362986,2.06498301,183,123,20,45.75,552,440,20,184,1
192.168.23.193,94.130.12.30,41682,80,7,737,5.561136007,0.428571429,0.332730561,1.333333333,1.258735624,132.5268792,5.017390966,0.269650936,1.853712002,5.017374039,0.269325018,2.643349528,184,124,20,46,553,440,20,184.3333333,1
94.130.12.30,192.168.23.193,80,41680,2,460,4.89E-05,0.5,0.045454545,1,40920.03902,9411608.976,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
94.130.12.30,192.168.23.193,80,41682,2,460,1.50E-05,0.5,0.045454545,1,133152.5079,30625076.83,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
192.168.23.193,94.130.12.30,41680,80,5,275,0.979406834,0.4,1.455357143,1.5,5.105130808,280.7821944,0.836938858,0.142467976,0.489703417,0.836555004,0.836555004,0.836555004,163,123,20,54.33333333,112,92,20,56,1
192.168.23.193,94.130.12.30,41682,80,5,277,0.424319029,0.4,1.451327434,1.5,11.78358655,652.8106947,0.281848907,0.142470121,0.212159514,0.281512022,0.281512022,0.281512022,164,124,20,54.66666667,113,93,20,56.5,1
94.130.12.30,192.168.23.193,80,41682,2,460,5.01E-05,0.5,0.045454545,1,39945.75238,9187523.048,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
94.130.12.30,192.168.23.193,80,41680,2,460,4.70E-05,0.5,0.045454545,1,42581.7665,9793806.294,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
192.168.23.193,94.130.12.30,41682,80,4,257,0.265411139,0.5,1.274336283,1,15.07095754,968.3090221,0.265411139,0.265411139,0.265411139,0.26506114,0.26506114,0.26506114,144,124,20,72,113,93,20,56.5,1
192.168.23.193,94.130.12.30,41680,80,9,357,1.952363968,0.333333333,1.318181818,1.25,4.6097962,182.8552493,0.844480038,0.011981964,0.488090992,0.807077169,0.012256861,0.369124015,203,123,20,40.6,154,94,20,38.5,1
192.168.23.193,94.130.12.30,41686,80,8,1179,2.14992094,0.25,1.124324324,1.666666667,3.721067063,548.3922585,1.002144098,0.006528139,0.537480235,0.862619877,0.006814957,0.434717417,624,504,20,124.8,555,511,20,185,1
192.168.23.193,94.130.12.30,41682,80,9,359,4.308291912,0.333333333,1.316129032,1.25,2.088994939,83.32768701,2.962692976,0.006674051,1.077072978,2.962382078,0.006979942,1.263281981,204,124,20,40.8,155,95,20,38.75,1
192.168.23.193,94.130.12.30,41688,80,7,1139,0.571269035,0.285714286,1.052252252,1.333333333,12.25342101,1993.806647,0.301746845,0.000114202,0.190423012,0.268985987,0.000436068,0.134711027,584,504,20,146,555,511,20,185,1
192.168.23.193,94.130.12.30,41686,80,5,277,6.558127165,0.4,1.451327434,1.5,0.762412786,42.23766832,5.839075089,0.719052076,3.279063582,5.838737965,5.838737965,5.838737965,164,124,20,54.66666667,113,93,20,56.5,1
192.168.23.193,94.130.12.30,41688,80,3,164,0.674823046,0.333333333,7.2,2,4.445609881,243.0266735,0.674561024,0.674561024,0.674561024,0,0,0,144,124,20,72,20,20,20,20,1
192.168.23.193,94.130.12.30,41686,80,4,257,0.268620968,0.5,1.274336283,1,14.89087033,956.7384186,0.268620968,0.268620968,0.268620968,0.268279076,0.268279076,0.268279076,144,124,20,72,113,93,20,56.5,1
192.168.23.193,94.130.12.30,41688,80,2,40,0.000245094,0,1,1,8160.124514,163202.4903,0,0,0,0,0,0,20,20,20,20,20,20,20,20,1
192.168.23.193,94.130.12.30,41690,80,8,1179,1.528981924,0.25,1.124324324,1.666666667,5.23223975,771.1013331,1.00061202,0.000117064,0.382245481,0.263933182,0.00039196,0.132162571,624,504,20,124.8,555,511,20,185,1
192.168.23.193,94.130.12.30,41686,80,5,277,0.621676922,0.4,1.451327434,1.5,8.042762767,445.5690573,0.343240023,0.278436899,0.310838461,0.278146982,0.278146982,0.278146982,164,124,20,54.66666667,113,93,20,56.5,1
94.130.12.30,192.168.23.193,80,41690,2,460,3.91E-05,0.5,0.045454545,1,51150.04878,11764511.22,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
94.130.12.30,192.168.23.193,80,41690,4,920,8.640139818,0.5,0.045454545,1,0.462955471,106.4797584,8.64010191,8.64010191,8.64010191,8.640105963,8.640105963,8.640105963,40,20,20,20,880,440,440,440,1
94.130.12.30,192.168.23.193,80,41686,2,460,5.10E-05,0.5,0.045454545,1,39199.1028,9015793.645,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
192.168.23.193,94.130.12.30,41686,80,5,277,1.682060003,0.4,1.451327434,1.5,2.972545563,164.6790242,1.554742813,0.12731719,0.841030002,1.554429054,1.554429054,1.554429054,164,124,20,54.66666667,113,93,20,56.5,1
192.168.23.193,94.130.12.30,41690,80,4,257,0.268853903,0.5,1.274336283,1,14.87796888,955.9095007,0.268853903,0.268853903,0.268853903,0.268609047,0.268609047,0.268609047,144,124,20,72,113,93,20,56.5,1
192.168.23.193,94.130.12.30,41690,80,5,277,0.311491966,0.4,1.451327434,1.5,16.05177835,889.2685206,0.279802084,0.031689882,0.155745983,0.279428959,0.279428959,0.279428959,164,124,20,54.66666667,113,93,20,56.5,1
192.168.23.193,94.130.12.30,41686,80,4,257,0.854091883,0.5,1.274336283,1,4.683336865,300.9043935,0.854091883,0.854091883,0.854091883,0.853798151,0.853798151,0.853798151,144,124,20,72,113,93,20,56.5,1
94.130.12.30,192.168.23.193,80,41686,2,460,3.81E-05,0.5,0.045454545,1,52428.8,12058624,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
94.130.12.30,192.168.23.193,80,41690,2,460,3.39E-05,0.5,0.045454545,1,59074.70423,13587181.97,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
192.168.23.193,94.130.12.30,41690,80,6,840,11.08054399,0.5,0.541284404,1,0.54148966,75.80855239,9.626475096,1.454068899,5.540271997,9.626469851,1.453742981,5.540106416,295,255,20,98.33333333,545,440,20,181.6666667,1
94.130.12.30,192.168.23.193,80,41686,2,460,7.49E-05,0.5,0.045454545,1,26715.3121,6144521.783,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
94.130.12.30,192.168.23.193,80,41690,4,920,4.812421083,0.5,0.045454545,1,0.831182461,191.1719661,4.812389135,4.812389135,4.812389135,4.812387943,4.812387943,4.812387943,40,20,20,20,880,440,440,440,1
192.168.23.193,94.130.12.30,41686,80,9,359,1.298341036,0.333333333,1.316129032,1.25,6.931922932,276.5067036,0.77824688,0.004264832,0.324585259,0.259661913,0.004508018,0.173261642,204,124,20,40.8,155,95,20,38.75,1
192.168.23.193,94.130.12.30,41692,80,7,1139,0.595924139,0.285714286,1.052252252,1.333333333,11.74646157,1911.317105,0.336725235,0.003194809,0.19864138,0.255599022,0.003611088,0.129605055,584,504,20,146,555,511,20,185,1
94.130.12.30,192.168.23.193,80,41690,2,460,3.91E-05,0.5,0.045454545,1,51150.04878,11764511.22,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
94.130.12.30,192.168.23.193,80,41690,2,460,4.01E-05,0.5,0.045454545,1,49932.19048,11484403.81,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
192.168.23.193,94.130.12.30,41692,80,5,277,1.84718895,0.4,1.451327434,1.5,2.706815673,149.9575883,1.210597992,0.636590958,0.923594475,1.210226059,1.210226059,1.210226059,164,124,20,54.66666667,113,93,20,56.5,1
192.168.23.193,94.130.12.30,41690,80,3,480,0.051516771,0.333333333,0.090909091,2,58.23346307,9317.354091,0.051516771,0.051516771,0.051516771,0,0,0,40,20,20,20,440,440,440,440,1
192.168.23.193,94.130.12.30,41692,80,4,257,1.136541128,0.5,1.274336283,1,3.519450287,226.124681,1.136541128,1.136541128,1.136541128,1.13619709,1.13619709,1.13619709,144,124,20,72,113,93,20,56.5,1
192.168.23.193,94.130.12.30,41690,80,4,80,0.791563034,0.25,1,1,5.053293077,101.0658615,0.791563034,0.791563034,0.791563034,0.791324854,0.791324854,0.791324854,40,20,20,20,40,20,20,20,1
192.168.23.193,94.130.12.30,41694,80,7,1139,0.50704217,0.285714286,1.052252252,1.333333333,13.80555784,2246.361483,0.26208806,0.000204086,0.169014057,0.244443893,0.000488043,0.122465968,584,504,20,146,555,511,20,185,1
94.130.12.30,192.168.23.193,80,41694,8,1840,0.000128984,0.5,0.045454545,1,62022.97967,14265285.32,4.10E-05,2.79E-05,3.27E-05,6.10E-05,2.91E-05,4.01E-05,80,20,20,20,1760,440,440,440,1
94.130.12.30,192.168.23.193,80,41692,8,1840,0.000156879,0.5,0.045454545,1,50994.57751,11728752.83,6.89E-05,2.19E-05,3.86E-05,0.000100851,2.10E-05,5.00E-05,80,20,20,20,1760,440,440,440,1
192.168.23.193,94.130.12.30,41694,80,4,253,0.297566891,0.5,1.279279279,1,13.44235574,850.2290002,0.297566891,0.297566891,0.297566891,0.297304153,0.297304153,0.297304153,142,122,20,71,111,91,20,55.5,1
192.168.23.193,94.130.12.30,41692,80,5,277,7.441216946,0.4,1.451327434,1.5,0.671933104,37.22509396,7.176294088,0.264922857,3.720608473,0.264590979,0.264590979,0.264590979,164,124,20,54.66666667,113,93,20,56.5,1
94.130.12.30,192.168.23.193,80,41692,2,460,4.51E-05,0.5,0.045454545,1,44384.16931,10208358.94,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
94.130.12.30,192.168.23.193,80,41694,2,460,4.32E-05,0.5,0.045454545,1,46345.90055,10659557.13,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
192.168.23.193,94.130.12.30,41692,80,7,737,4.848528862,0.428571429,0.332730561,1.333333333,1.443736894,152.0048701,3.935195923,0.294587135,1.616176287,3.935189009,0.294318914,2.114753962,184,124,20,46,553,440,20,184.3333333,1
192.168.23.193,94.130.12.30,41694,80,7,733,7.318886042,0.428571429,0.33030853,1.333333333,0.956429703,100.1518531,6.601990938,0.290346146,2.439628681,6.601981878,0.29004097,3.446011424,182,122,20,45.5,551,440,20,183.6666667,1
94.130.12.30,192.168.23.193,80,41694,2,460,3.29E-05,0.5,0.045454545,1,60787.01449,13981013.33,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
94.130.12.30,192.168.23.193,80,41692,2,460,1.31E-05,0.5,0.045454545,1,152520.1455,35079633.45,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
192.168.23.193,94.130.12.30,41692,80,5,277,0.657309055,0.4,1.451327434,1.5,7.606771821,421.4151589,0.40525198,0.252057076,0.328654528,0.25176692,0.25176692,0.25176692,164,124,20,54.66666667,113,93,20,56.5,1
192.168.23.193,94.130.12.30,41694,80,5,273,0.652847052,0.4,1.459459459,1.5,7.658761708,418.1683892,0.405112028,0.247735023,0.326423526,0.247434139,0.247434139,0.247434139,162,122,20,54,111,91,20,55.5,1
94.130.12.30,192.168.23.193,80,41692,2,460,4.32E-05,0.5,0.045454545,1,46345.90055,10659557.13,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
94.130.12.30,192.168.23.193,80,41694,2,460,3.60E-05,0.5,0.045454545,1,55553.69536,12777349.93,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
192.168.23.193,94.130.12.30,41692,80,9,359,1.29107213,0.333333333,1.316129032,1.25,6.970950568,278.0634727,0.765660048,0.012653828,0.322768033,0.264443874,0.012949944,0.175026337,204,124,20,40.8,155,95,20,38.75,1
192.168.23.193,94.130.12.30,41694,80,5,273,1.457742929,0.4,1.459459459,1.5,3.429960042,187.2758183,0.820127964,0.637614965,0.728871465,0.819718122,0.819718122,0.819718122,162,122,20,54,111,91,20,55.5,1
192.168.23.193,94.130.12.30,41696,80,8,1179,2.560577869,0.25,1.124324324,1.666666667,3.124294752,460.4429391,1.299867868,0.005784035,0.640144467,0.25246501,0.006134987,0.129299998,624,504,20,124.8,555,511,20,185,1
192.168.23.193,94.130.12.30,41694,80,4,253,1.336236,0.5,1.279279279,1,2.993483187,189.3378116,1.336236,1.336236,1.336236,1.335988998,1.335988998,1.335988998,142,122,20,71,111,91,20,55.5,1
192.168.23.193,94.130.12.30,41696,80,5,277,1.073542118,0.4,1.451327434,1.5,4.657479121,258.0243433,0.793900013,0.279642105,0.536771059,0.279356003,0.279356003,0.279356003,164,124,20,54.66666667,113,93,20,56.5,1
192.168.23.193,94.130.12.30,41694,80,4,253,0.253666878,0.5,1.279279279,1,15.76871224,997.3710492,0.253666878,0.253666878,0.253666878,0.253371954,0.253371954,0.253371954,142,122,20,71,111,91,20,55.5,1
192.168.23.193,94.130.12.30,41696,80,4,257,0.263888836,0.5,1.274336283,1,15.15789778,973.8949324,0.263888836,0.263888836,0.263888836,0.263570786,0.263570786,0.263570786,144,124,20,72,113,93,20,56.5,1
192.168.23.193,94.130.12.30,41694,80,19,628,2.560482979,0.368421053,0.715846995,0.727272727,7.420475026,245.2662272,1.315279961,2.00E-05,0.36577126,1.314912081,9.06E-06,0.256023908,262,122,20,32.75,366,93,20,33.27272727,1
192.168.23.193,94.130.12.30,41696,80,11,2320,3.514131069,0.454545455,0.054545455,1.2,3.130219045,660.1916532,2.263262033,8.99E-05,0.702826214,2.263245106,9.61E-05,0.565929294,120,20,20,20,2200,440,440,440,1
192.168.23.193,94.130.12.30,41698,80,18,3692,5.962745905,0.388888889,0.24393531,1.25,3.018743426,619.1778182,1.956075907,5.29E-05,0.662527323,1.956042051,4.70E-05,0.672972577,724,504,20,72.4,2968,511,20,371,1
94.130.12.30,192.168.23.193,80,41696,2,460,4.70E-05,0.5,0.045454545,1,42581.7665,9793806.294,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
94.130.12.30,192.168.23.193,80,41698,2,460,4.01E-05,0.5,0.045454545,1,49932.19048,11484403.81,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
94.130.12.30,192.168.23.193,80,41698,2,460,5.10E-05,0.5,0.045454545,1,39199.1028,9015793.645,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
192.168.23.193,94.130.12.30,41696,80,5,277,5.741563082,0.4,1.451327434,1.5,0.870842997,48.24470202,5.124557018,0.617006063,2.870781541,5.124239922,5.124239922,5.124239922,164,124,20,54.66666667,113,93,20,56.5,1
94.130.12.30,192.168.23.193,80,41698,2,460,4.01E-05,0.5,0.045454545,1,49932.19048,11484403.81,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
94.130.12.30,192.168.23.193,80,41696,2,460,3.10E-05,0.5,0.045454545,1,64527.75385,14841383.38,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
94.130.12.30,192.168.23.193,80,41698,2,460,3.39E-05,0.5,0.045454545,1,59074.70423,13587181.97,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
192.168.23.193,94.130.12.30,41696,80,5,277,0.967597961,0.4,1.451327434,1.5,5.167435443,286.2759235,0.705027103,0.262570858,0.483798981,0.262191057,0.262191057,0.262191057,164,124,20,54.66666667,113,93,20,56.5,1
192.168.23.193,94.130.12.30,41698,80,5,275,0.485412836,0.4,1.455357143,1.5,10.30051047,566.5280758,0.277428865,0.207983971,0.242706418,0.277094126,0.277094126,0.277094126,163,123,20,54.33333333,112,92,20,56,1
192.168.23.193,94.130.12.30,41696,80,4,257,0.297907114,0.5,1.274336283,1,13.42700396,862.6850045,0.297907114,0.297907114,0.297907114,0.297607899,0.297607899,0.297607899,144,124,20,72,113,93,20,56.5,1
192.168.23.193,94.130.12.30,41698,80,4,255,0.293254137,0.5,1.276785714,1,13.64004628,869.5529501,0.293254137,0.293254137,0.293254137,0.292952061,0.292952061,0.292952061,143,123,20,71.5,112,92,20,56,1
192.168.23.193,94.130.12.30,41696,80,18,539,5.701796055,0.333333333,0.96,0.8,3.156900006,94.53161685,5.333312035,2.29E-05,0.81453773,5.33298707,2.86E-06,0.633394877,264,124,20,33,275,95,20,27.5,1
192.168.23.193,94.130.12.30,41700,80,10,1259,11.5622251,0.2,1.268468468,2.333333333,0.864885427,108.8890753,4.093724012,0.000159025,1.927037517,0.264751911,0.000438929,0.13259542,704,504,20,100.5714286,555,511,20,185,1
192.168.23.193,94.130.12.30,41698,80,5,275,0.366917133,0.4,1.455357143,1.5,13.62705512,749.4880315,0.277924061,0.088993073,0.183458567,0.277449131,0.277449131,0.277449131,163,123,20,54.33333333,112,92,20,56,1
192.168.23.193,94.130.12.30,41700,80,5,277,0.982331991,0.4,1.451327434,1.5,5.089928909,281.9820615,0.896481991,0.08585,0.491165996,0.896202087,0.896202087,0.896202087,164,124,20,54.66666667,113,93,20,56.5,1
192.168.23.193,94.130.12.30,41698,80,10,591,1.368633986,0.5,0.523195876,1,7.306555373,431.8174225,1.368520975,2.69E-05,0.342158496,1.368206978,2.69E-05,0.342088699,203,123,20,40.6,388,92,20,77.6,1
94.130.12.30,192.168.23.193,80,41698,10,2300,7.705306053,0.5,0.045454545,1,1.297806983,298.495606,7.705183983,2.00E-05,1.9263165,7.705095053,2.10E-05,1.926302731,100,20,20,20,2200,440,440,440,1
94.130.12.30,192.168.23.193,80,41700,4,920,8.743785143,0.5,0.045454545,1,0.457467783,105.21759,8.743752003,8.743752003,8.743752003,8.743752003,8.743752003,8.743752003,40,20,20,20,880,440,440,440,1
94.130.12.30,192.168.23.193,80,41698,2,460,3.31E-05,0.5,0.045454545,1,60349.69784,13880430.5,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
94.130.12.30,192.168.23.193,80,41700,2,460,3.91E-05,0.5,0.045454545,1,51150.04878,11764511.22,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
94.130.12.30,192.168.23.193,80,41700,2,460,2.60E-05,0.5,0.045454545,1,76959.70642,17700732.48,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
192.168.23.193,94.130.12.30,41698,80,9,357,2.965353012,0.333333333,1.318181818,1.25,3.035051801,120.3903881,2.318133831,0.004345179,0.741338253,2.317857981,0.004659891,0.855551958,203,123,20,40.6,154,94,20,38.5,1
192.168.23.193,94.130.12.30,41702,80,8,1179,1.492551088,0.25,1.124324324,1.666666667,5.359950532,789.9227097,1.00327611,0.000123024,0.373137772,0.235963106,0.00039506,0.118179083,624,504,20,124.8,555,511,20,185,1
94.130.12.30,192.168.23.193,80,41702,2,460,3.91E-05,0.5,0.045454545,1,51150.04878,11764511.22,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
192.168.23.193,94.130.12.30,41700,80,5,277,1.698904991,0.4,1.451327434,1.5,2.943072171,163.0461983,0.905791998,0.793112993,0.849452496,0.905487061,0.905487061,0.905487061,164,124,20,54.66666667,113,93,20,56.5,1
94.130.12.30,192.168.23.193,80,41702,2,460,4.72E-05,0.5,0.045454545,1,42366.70707,9744342.626,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
192.168.23.193,94.130.12.30,41700,80,4,257,0.264295816,0.5,1.274336283,1,15.13455663,972.3952633,0.264295816,0.264295816,0.264295816,0.263859034,0.263859034,0.263859034,144,124,20,72,113,93,20,56.5,1
192.168.23.193,94.130.12.30,41702,80,5,275,1.584213972,0.4,1.455357143,1.5,3.156139315,173.5876623,0.826239109,0.757974863,0.792106986,0.825878143,0.825878143,0.825878143,163,123,20,54.33333333,112,92,20,56,1
94.130.12.30,192.168.23.193,80,41702,2,460,4.48E-05,0.5,0.045454545,1,44620.25532,10262658.72,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
94.130.12.30,192.168.23.193,80,41700,2,460,4.60E-05,0.5,0.045454545,1,43464.29016,9996786.736,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
192.168.23.193,94.130.12.30,41702,80,5,275,0.397984982,0.4,1.455357143,1.5,12.56328814,690.9808479,0.278831005,0.119153976,0.198992491,0.278537989,0.278537989,0.278537989,163,123,20,54.33333333,112,92,20,56,1
192.168.23.193,94.130.12.30,41700,80,5,277,0.782222033,0.4,1.451327434,1.5,6.392047005,354.119404,0.480341911,0.301880121,0.391111016,0.301488876,0.301488876,0.301488876,164,124,20,54.66666667,113,93,20,56.5,1
192.168.23.193,94.130.12.30,41702,80,4,255,0.869615078,0.5,1.276785714,1,4.599736253,293.2331861,0.869615078,0.869615078,0.869615078,0.869176149,0.869176149,0.869176149,143,123,20,71.5,112,92,20,56,1
192.168.23.193,94.130.12.30,41700,80,8,339,2.732985973,0.375,1.187096774,1,2.927201266,124.0401536,2.447076082,0.001791,0.910995324,2.446705818,0.002068996,0.910869996,184,124,20,46,155,95,20,38.75,1
192.168.23.193,94.130.12.30,41704,80,8,1179,1.569360018,0.25,1.124324324,1.666666667,5.097619354,751.2616523,1.001677036,0.045529127,0.392340004,0.266871929,0.046250105,0.156561017,624,504,20,124.8,555,511,20,185,1
192.168.23.193,94.130.12.30,41702,80,3,163,0.329984903,0.333333333,7.15,2,9.091324996,493.9619914,0.329739094,0.329739094,0.329739094,0,0,0,143,123,20,71.5,20,20,20,20,1
192.168.23.193,94.130.12.30,41704,80,3,164,0.568316936,0.333333333,7.2,2,5.278744671,288.5713754,0.568116903,0.568116903,0.568116903,0,0,0,144,124,20,72,20,20,20,20,1
192.168.23.193,94.130.12.30,41702,80,3,60,0.856590033,0,0.5,0.5,3.502258824,70.04517648,0,0,0,0.856404066,0.856404066,0.856404066,20,20,20,20,40,20,20,20,1
192.168.23.193,94.130.12.30,41706,80,13,4205,8.837589025,0.615384615,0.161281414,0.444444444,1.470989425,475.8085025,8.527980089,0.005151033,2.945863008,5.23063612,3.10E-06,1.066642761,584,504,20,146,3621,511,20,402.3333333,1
192.168.23.193,94.130.12.30,41708,80,7,1139,0.641052961,0.285714286,1.052252252,1.333333333,10.91953461,1776.764275,0.313830853,0.036966085,0.21368432,0.313392162,0.037413836,0.175402999,584,504,20,146,555,511,20,185,1
192.168.23.193,94.130.12.30,41706,80,4,257,8.786551952,0.5,1.274336283,1,0.455241148,29.24924378,8.786551952,8.786551952,8.786551952,8.786070108,8.786070108,8.786070108,144,124,20,72,113,93,20,56.5,1
192.168.23.193,94.130.12.30,41708,80,5,275,1.480417013,0.4,1.455357143,1.5,3.377426736,185.7584705,1.075851917,0.404565096,0.740208507,1.075442076,1.075442076,1.075442076,163,123,20,54.33333333,112,92,20,56,1
192.168.23.193,94.130.12.30,41708,80,4,255,7.596369028,0.5,1.276785714,1,0.526567362,33.56866933,7.596369028,7.596369028,7.596369028,7.595914841,7.595914841,7.595914841,143,123,20,71.5,112,92,20,56,1
192.168.23.193,94.130.12.30,41706,80,5,277,2.37311101,0.4,1.451327434,1.5,2.106938942,116.7244174,1.801367998,0.571743011,1.186555505,1.80092907,1.80092907,1.80092907,164,124,20,54.66666667,113,93,20,56.5,1
94.130.12.30,192.168.23.193,80,41708,2,460,4.79E-05,0.5,0.045454545,1,41734.36816,9598904.677,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
94.130.12.30,192.168.23.193,80,41706,2,460,3.41E-05,0.5,0.045454545,1,58661.59441,13492166.71,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
192.168.23.193,94.130.12.30,41708,80,5,275,0.964603901,0.4,1.455357143,1.5,5.183474787,285.0911133,0.700269938,0.264333963,0.48230195,0.26393199,0.26393199,0.26393199,163,123,20,54.33333333,112,92,20,56,1
192.168.23.193,94.130.12.30,41706,80,5,277,0.287209988,0.4,1.451327434,1.5,17.40886534,964.45114,0.264245987,0.022964001,0.143604994,0.263895035,0.263895035,0.263895035,164,124,20,54.66666667,113,93,20,56.5,1
192.168.23.193,94.130.12.30,41706,80,4,257,4.413747072,0.5,1.274336283,1,0.906259451,58.22716975,4.413747072,4.413747072,4.413747072,4.413352966,4.413352966,4.413352966,144,124,20,72,113,93,20,56.5,1
192.168.23.193,94.130.12.30,41708,80,4,255,0.26710701,0.5,1.276785714,1,14.97527153,954.6735599,0.26710701,0.26710701,0.26710701,0.266822815,0.266822815,0.266822815,143,123,20,71.5,112,92,20,56,1
94.130.12.30,192.168.23.193,80,41706,2,460,3.79E-05,0.5,0.045454545,1,52758.54088,12134464.4,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
94.130.12.30,192.168.23.193,80,41708,2,460,3.50E-05,0.5,0.045454545,1,57065.36054,13125032.93,0,0,0,0,0,0,20,20,20,20,440,440,440,440,1
192.168.23.193,94.130.12.30,41706,80,5,277,1.110615015,0.4,1.451327434,1.5,4.502010087,249.4113588,0.862238884,0.248376131,0.555307508,0.248026848,0.248026848,0.248026848,164,124,20,54.66666667,113,93,20,56.5,1
192.168.23.193,94.130.12.30,41708,80,5,275,0.470335007,0.4,1.455357143,1.5,10.6307205,584.6896278,0.248103857,0.22223115,0.235167503,0.247823954,0.247823954,0.247823954,163,123,20,54.33333333,112,92,20,56,1
